method,split,seed,groups,mean_success,ci95_success,mean_utility,ci95_utility,mean_contact_mode_f1,ci95_contact_mode_f1,mean_boundary_error,ci95_boundary_error,mean_complementarity_residual,ci95_complementarity_residual,mean_impulse_violation,ci95_impulse_violation,mean_unsafe_impulse,ci95_unsafe_impulse,mean_jam_rate,ci95_jam_rate,mean_slip_overshoot,ci95_slip_overshoot,mean_mode_switch_latency,ci95_mode_switch_latency,mean_recovery_success,ci95_recovery_success,mean_energy_spike,ci95_energy_spike,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_fixed_risk_coverage,ci95_fixed_risk_coverage,mean_regret_to_oracle,ci95_regret_to_oracle
smooth_dynamics_world_model,heldout_mixed_non_smooth_stress,9,80,0.458333,0.038765,0.416948,0.039414,0.244874,0.001424,0.313147,0.007176,0.137208,0.00573,0.115724,0.007195,0.067768,0.004164,0.085816,0.005235,0.122287,0.004486,0.086131,0.004476,0.23384,0.001798,0.09899,0.0051,0.1086,0.001143,0.157147,0.000625,0.366701,0.00122,0.2375,0.0
contact_implicit_mpc,heldout_mixed_non_smooth_stress,0,80,0.489583,0.042043,0.49514,0.042137,0.379358,0.001433,0.261191,0.004873,0.077989,0.002813,0.077752,0.004076,0.04493,0.002994,0.067171,0.003758,0.071455,0.002916,0.067543,0.003307,0.385155,0.001891,0.063004,0.003087,0.081949,0.000991,0.175853,0.000634,0.489136,0.000889,0.210417,0.0
contact_implicit_mpc,heldout_mixed_non_smooth_stress,1,80,0.477083,0.048877,0.48304,0.048606,0.380765,0.001318,0.261312,0.004726,0.077444,0.002758,0.077766,0.00436,0.045446,0.002763,0.067227,0.003687,0.070826,0.00306,0.068066,0.003305,0.383388,0.002043,0.062259,0.003157,0.082418,0.00098,0.176257,0.000595,0.488998,0.000859,0.210417,0.0
contact_implicit_mpc,heldout_mixed_non_smooth_stress,2,80,0.560417,0.041191,0.566507,0.041503,0.381862,0.001542,0.261814,0.004972,0.076881,0.003013,0.077398,0.003862,0.045965,0.002985,0.067545,0.003619,0.07025,0.003062,0.067136,0.003233,0.384406,0.001863,0.063993,0.002965,0.082024,0.00101,0.176603,0.000704,0.488995,0.00086,0.114583,0.0
contact_implicit_mpc,heldout_mixed_non_smooth_stress,3,80,0.489583,0.044005,0.49574,0.044127,0.381131,0.001584,0.261731,0.004961,0.077814,0.002898,0.077111,0.004271,0.045494,0.003057,0.067098,0.003774,0.070934,0.002948,0.06719,0.003373,0.384426,0.001914,0.063228,0.003078,0.081968,0.001024,0.176246,0.000703,0.489057,0.000914,0.216667,0.0
contact_implicit_mpc,heldout_mixed_non_smooth_stress,4,80,0.497917,0.042502,0.504197,0.042507,0.381429,0.001426,0.261554,0.004893,0.078107,0.002986,0.076817,0.004191,0.045872,0.003063,0.066089,0.003809,0.070617,0.003126,0.067233,0.003462,0.385523,0.001893,0.062367,0.003007,0.082538,0.001094,0.175922,0.000683,0.489192,0.000909,0.227083,0.0
contact_implicit_mpc,heldout_mixed_non_smooth_stress,5,80,0.5375,0.050652,0.543289,0.050786,0.380178,0.00145,0.26166,0.005048,0.07761,0.002898,0.077672,0.004057,0.045158,0.003173,0.067741,0.003707,0.071316,0.003202,0.067579,0.003241,0.385466,0.001641,0.06344,0.00305,0.081733,0.001038,0.17623,0.000697,0.489075,0.00092,0.13125,0.0
contact_implicit_mpc,heldout_mixed_non_smooth_stress,6,80,0.510417,0.04625,0.516459,0.046299,0.381289,0.001495,0.261879,0.005113,0.078207,0.00278,0.07686,0.004246,0.044973,0.0029,0.06766,0.003628,0.071197,0.003175,0.06722,0.003384,0.384212,0.001768,0.063498,0.003131,0.082284,0.001121,0.175914,0.000572,0.489045,0.000846,0.19375,0.0
contact_implicit_mpc,heldout_mixed_non_smooth_stress,7,80,0.502083,0.047029,0.50817,0.047126,0.382001,0.001694,0.261485,0.004941,0.079352,0.002717,0.077301,0.004166,0.045388,0.003065,0.067157,0.003593,0.071346,0.00308,0.067374,0.003179,0.384505,0.00185,0.062794,0.003272,0.081682,0.000909,0.176413,0.000645,0.489039,0.000846,0.225,0.0
contact_implicit_mpc,heldout_mixed_non_smooth_stress,8,80,0.535417,0.043755,0.541341,0.043947,0.380397,0.001452,0.26083,0.004901,0.078091,0.002763,0.07752,0.00395,0.04557,0.002934,0.066381,0.003783,0.071514,0.002985,0.067045,0.003248,0.383572,0.001693,0.062895,0.003238,0.081705,0.001122,0.176819,0.000701,0.48902,0.000888,0.164583,0.0
contact_implicit_mpc,heldout_mixed_non_smooth_stress,9,80,0.497917,0.042103,0.504022,0.042564,0.380533,0.001337,0.261656,0.004732,0.077852,0.002952,0.077531,0.004158,0.045707,0.002945,0.067253,0.003743,0.069679,0.003081,0.066974,0.003018,0.384849,0.001698,0.062845,0.003041,0.081658,0.000839,0.176803,0.000681,0.489135,0.000895,0.197917,0.0
complementarity_residual_planner,heldout_mixed_non_smooth_stress,0,80,0.504167,0.04648,0.516411,0.046107,0.403862,0.001422,0.253515,0.004557,0.067978,0.002608,0.073674,0.00398,0.043064,0.002657,0.064362,0.003376,0.064937,0.003203,0.067569,0.003401,0.409155,0.001708,0.061584,0.002828,0.079631,0.000905,0.177968,0.00062,0.509659,0.000798,0.195833,0.0
complementarity_residual_planner,heldout_mixed_non_smooth_stress,1,80,0.547917,0.048339,0.559588,0.048318,0.403088,0.00151,0.254893,0.00456,0.067704,0.002341,0.074746,0.003861,0.043977,0.002998,0.064302,0.003479,0.064585,0.003147,0.06684,0.003341,0.409588,0.001655,0.061471,0.003066,0.078554,0.001102,0.178129,0.000703,0.509582,0.000873,0.139583,0.0
complementarity_residual_planner,heldout_mixed_non_smooth_stress,2,80,0.525,0.045794,0.53778,0.045748,0.40495,0.001446,0.253438,0.004668,0.066344,0.002407,0.074444,0.003783,0.043317,0.002946,0.064721,0.003648,0.064776,0.003024,0.067597,0.003302,0.41025,0.001784,0.060786,0.003104,0.078426,0.000961,0.177657,0.000643,0.509663,0.000868,0.15,0.0
complementarity_residual_planner,heldout_mixed_non_smooth_stress,3,80,0.510417,0.045142,0.523385,0.045556,0.404947,0.001531,0.253494,0.004732,0.068235,0.002348,0.073967,0.003932,0.04263,0.002928,0.063934,0.003433,0.064778,0.002958,0.067802,0.003403,0.408756,0.001803,0.060829,0.003024,0.078616,0.000887,0.177216,0.000625,0.509755,0.00085,0.195833,0.0
complementarity_residual_planner,heldout_mixed_non_smooth_stress,4,80,0.510417,0.042443,0.523415,0.042426,0.405174,0.001733,0.254741,0.004721,0.068102,0.002478,0.073724,0.003846,0.04346,0.003122,0.064446,0.00348,0.065612,0.003123,0.066754,0.003517,0.410546,0.001928,0.061394,0.003001,0.078982,0.000888,0.17722,0.000617,0.50962,0.000864,0.214583,0.0
complementarity_residual_planner,heldout_mixed_non_smooth_stress,5,80,0.539583,0.051073,0.552072,0.051196,0.405483,0.001395,0.253956,0.004817,0.068133,0.002315,0.073875,0.003819,0.043155,0.002681,0.064311,0.003505,0.064841,0.003055,0.067498,0.003522,0.407641,0.001775,0.061435,0.003175,0.079496,0.001107,0.177767,0.000605,0.509567,0.00083,0.129167,0.0
complementarity_residual_planner,heldout_mixed_non_smooth_stress,6,80,0.5375,0.044247,0.549762,0.043899,0.404233,0.0016,0.255292,0.004615,0.067709,0.002204,0.074602,0.003906,0.042839,0.002855,0.064364,0.003441,0.065051,0.003101,0.067159,0.003398,0.409376,0.001677,0.062187,0.002942,0.078619,0.0011,0.177882,0.000645,0.509696,0.000836,0.166667,0.0
complementarity_residual_planner,heldout_mixed_non_smooth_stress,7,80,0.5125,0.047129,0.525099,0.047709,0.40385,0.001559,0.253999,0.004623,0.068036,0.002362,0.073957,0.003711,0.044124,0.002921,0.06457,0.003445,0.065702,0.003089,0.066776,0.003284,0.409169,0.001818,0.061522,0.002984,0.07852,0.001052,0.177936,0.00062,0.509418,0.000827,0.214583,0.0
complementarity_residual_planner,heldout_mixed_non_smooth_stress,8,80,0.5125,0.046407,0.524608,0.046202,0.403154,0.001524,0.254221,0.004737,0.066985,0.002305,0.074053,0.003863,0.043369,0.002915,0.064416,0.003679,0.064777,0.003227,0.067254,0.003401,0.408719,0.001817,0.062225,0.003092,0.079574,0.001009,0.177134,0.000648,0.509594,0.000853,0.1875,0.0
complementarity_residual_planner,heldout_mixed_non_smooth_stress,9,80,0.504167,0.041895,0.517271,0.041952,0.404936,0.001698,0.254414,0.00457,0.067126,0.002489,0.073569,0.003993,0.043129,0.002825,0.063792,0.003505,0.06475,0.002885,0.067663,0.003428,0.409625,0.00181,0.061579,0.002956,0.079354,0.000955,0.177588,0.000624,0.509749,0.00085,0.191667,0.0
robust_hybrid_mpc,heldout_mixed_non_smooth_stress,0,80,0.55625,0.04997,0.576805,0.049867,0.417392,0.001195,0.243474,0.004501,0.072488,0.002536,0.064072,0.003089,0.033818,0.002239,0.058904,0.003181,0.062998,0.002795,0.062094,0.002996,0.431066,0.001693,0.052863,0.002641,0.070195,0.000902,0.192102,0.000615,0.559061,0.000724,0.14375,0.0
robust_hybrid_mpc,heldout_mixed_non_smooth_stress,1,80,0.535417,0.050223,0.555754,0.049845,0.416608,0.001371,0.244228,0.004219,0.07134,0.002567,0.064558,0.003086,0.03381,0.002487,0.057753,0.003297,0.062213,0.00278,0.061728,0.003051,0.431918,0.001691,0.053003,0.00273,0.069113,0.001009,0.192495,0.000621,0.559291,0.000763,0.152083,0.0
robust_hybrid_mpc,heldout_mixed_non_smooth_stress,2,80,0.577083,0.041477,0.597865,0.041338,0.417999,0.001521,0.242892,0.004366,0.070899,0.002528,0.064252,0.003166,0.034246,0.00246,0.058333,0.003185,0.062653,0.002805,0.063013,0.003119,0.430943,0.001722,0.053679,0.002467,0.069132,0.000906,0.192659,0.000584,0.559074,0.00075,0.097917,0.0
robust_hybrid_mpc,heldout_mixed_non_smooth_stress,3,80,0.55625,0.039815,0.576727,0.039705,0.415935,0.00174,0.244099,0.00431,0.072281,0.002516,0.063426,0.00299,0.033653,0.002406,0.058404,0.003251,0.06347,0.002807,0.063293,0.002901,0.430081,0.001565,0.053137,0.002626,0.069767,0.001054,0.192572,0.000564,0.559039,0.000768,0.15,0.0
robust_hybrid_mpc,heldout_mixed_non_smooth_stress,4,80,0.516667,0.045609,0.536984,0.045086,0.417087,0.001424,0.243737,0.004581,0.07144,0.002697,0.063563,0.003254,0.033951,0.0025,0.058199,0.003384,0.062511,0.002632,0.062676,0.003004,0.430719,0.001766,0.053077,0.002722,0.06945,0.001062,0.191946,0.000648,0.55913,0.000731,0.208333,0.0
robust_hybrid_mpc,heldout_mixed_non_smooth_stress,5,80,0.525,0.042742,0.54566,0.043122,0.417071,0.001515,0.245025,0.004281,0.071262,0.002654,0.064618,0.002993,0.034662,0.002341,0.058655,0.003382,0.06273,0.002789,0.062061,0.002998,0.42986,0.002073,0.052723,0.002574,0.069489,0.000803,0.192101,0.000647,0.558908,0.000742,0.14375,0.0
robust_hybrid_mpc,heldout_mixed_non_smooth_stress,6,80,0.527083,0.043659,0.547771,0.043624,0.416528,0.001471,0.244299,0.004572,0.071535,0.002584,0.064452,0.003009,0.03349,0.00246,0.058128,0.003342,0.062688,0.002726,0.062783,0.002996,0.431357,0.001733,0.052861,0.002727,0.068826,0.000991,0.19175,0.000647,0.55923,0.00074,0.177083,0.0
robust_hybrid_mpc,heldout_mixed_non_smooth_stress,7,80,0.502083,0.044063,0.522706,0.043957,0.417559,0.001416,0.244358,0.004402,0.071532,0.002449,0.064355,0.003043,0.033642,0.002361,0.058479,0.003088,0.063018,0.002828,0.062304,0.003086,0.431333,0.00159,0.05298,0.002625,0.069654,0.000995,0.192453,0.000583,0.559144,0.000751,0.225,0.0
robust_hybrid_mpc,heldout_mixed_non_smooth_stress,8,80,0.535417,0.043755,0.556032,0.043824,0.418249,0.001588,0.243803,0.004315,0.070689,0.002638,0.06389,0.003173,0.033405,0.002307,0.057564,0.003264,0.06309,0.002704,0.06225,0.002962,0.433171,0.001853,0.05285,0.0027,0.069027,0.000856,0.191979,0.000686,0.559376,0.000722,0.164583,0.0
robust_hybrid_mpc,heldout_mixed_non_smooth_stress,9,80,0.53125,0.044292,0.551399,0.044137,0.417629,0.001429,0.244276,0.00445,0.07072,0.002611,0.064894,0.003153,0.033727,0.00217,0.057905,0.003097,0.062422,0.002731,0.062658,0.002969,0.432205,0.001962,0.053267,0.002617,0.070227,0.000909,0.192249,0.000705,0.559289,0.00074,0.164583,0.0
learned_contact_classifier,heldout_mixed_non_smooth_stress,0,80,0.545833,0.046115,0.552058,0.046189,0.414689,0.00163,0.25294,0.005363,0.099045,0.004073,0.086403,0.004718,0.047866,0.003261,0.060108,0.002914,0.081114,0.00303,0.062964,0.003481,0.388443,0.001899,0.071444,0.003541,0.076623,0.000947,0.171023,0.000707,0.476827,0.000853,0.154167,0.0
learned_contact_classifier,heldout_mixed_non_smooth_stress,1,80,0.522917,0.045662,0.528974,0.045799,0.413713,0.001501,0.253868,0.005388,0.098994,0.003994,0.085699,0.004584,0.046581,0.003232,0.060838,0.003021,0.081053,0.002884,0.063513,0.003599,0.389484,0.001573,0.071821,0.003857,0.075816,0.001078,0.170777,0.00072,0.477014,0.000854,0.164583,0.0
learned_contact_classifier,heldout_mixed_non_smooth_stress,2,80,0.520833,0.043243,0.5272,0.043255,0.413807,0.001497,0.253862,0.004797,0.099009,0.003938,0.085603,0.004631,0.048284,0.003234,0.060969,0.002864,0.081097,0.00315,0.062862,0.003393,0.389643,0.001643,0.07144,0.003687,0.076278,0.000963,0.171265,0.000573,0.476751,0.000858,0.154167,0.0
learned_contact_classifier,heldout_mixed_non_smooth_stress,3,80,0.5125,0.04677,0.518693,0.046472,0.413119,0.001307,0.252697,0.004981,0.098765,0.004061,0.085383,0.004761,0.047939,0.00332,0.06021,0.003113,0.081079,0.002979,0.063588,0.003651,0.390016,0.001582,0.072477,0.003729,0.076138,0.00089,0.171346,0.00067,0.476903,0.000858,0.19375,0.0
learned_contact_classifier,heldout_mixed_non_smooth_stress,4,80,0.554167,0.045674,0.560682,0.045816,0.414227,0.001434,0.253461,0.004991,0.099856,0.004151,0.085174,0.004853,0.047283,0.003203,0.060135,0.003128,0.080594,0.003012,0.063242,0.003457,0.389942,0.001757,0.070888,0.003579,0.076683,0.000955,0.171084,0.000642,0.477043,0.000854,0.170833,0.0
learned_contact_classifier,heldout_mixed_non_smooth_stress,5,80,0.483333,0.049854,0.489472,0.050058,0.412452,0.001623,0.253814,0.00518,0.099237,0.003912,0.08495,0.004747,0.047107,0.003235,0.061498,0.003011,0.081984,0.002864,0.063277,0.003594,0.389259,0.001775,0.071439,0.003601,0.076252,0.000963,0.171714,0.000683,0.476781,0.000846,0.185417,0.0
learned_contact_classifier,heldout_mixed_non_smooth_stress,6,80,0.539583,0.044728,0.545948,0.044735,0.414372,0.001464,0.253428,0.005152,0.099471,0.003838,0.085446,0.004855,0.047767,0.0033,0.059478,0.003133,0.081588,0.003075,0.062838,0.003482,0.389682,0.001756,0.07141,0.003739,0.076278,0.000951,0.171619,0.00062,0.476941,0.000882,0.164583,0.0
learned_contact_classifier,heldout_mixed_non_smooth_stress,7,80,0.5625,0.048052,0.568572,0.047922,0.415119,0.001749,0.252682,0.005264,0.098933,0.003934,0.08484,0.004712,0.04701,0.003071,0.060323,0.003011,0.081466,0.002984,0.063998,0.003445,0.389944,0.00168,0.070651,0.003731,0.076106,0.000999,0.171515,0.000568,0.476996,0.000845,0.164583,0.0
learned_contact_classifier,heldout_mixed_non_smooth_stress,8,80,0.514583,0.043172,0.521149,0.043271,0.41348,0.001637,0.25311,0.004969,0.099521,0.00395,0.08509,0.004697,0.046594,0.003358,0.061055,0.003033,0.081441,0.002976,0.0629,0.003437,0.390356,0.001454,0.071524,0.003592,0.075638,0.001022,0.17134,0.000707,0.477011,0.000883,0.185417,0.0
learned_contact_classifier,heldout_mixed_non_smooth_stress,9,80,0.485417,0.045458,0.492015,0.045782,0.41319,0.001499,0.252647,0.005238,0.099034,0.004064,0.085478,0.004697,0.046544,0.003204,0.060439,0.003021,0.081346,0.002962,0.062872,0.00352,0.389772,0.001675,0.071598,0.003538,0.076188,0.001144,0.170524,0.000657,0.477053,0.000842,0.210417,0.0
energy_barrier_policy,heldout_mixed_non_smooth_stress,0,80,0.504167,0.048957,0.511142,0.048953,0.356867,0.001593,0.266651,0.005044,0.088209,0.003488,0.063519,0.00312,0.036389,0.002626,0.06786,0.003932,0.073267,0.002926,0.067392,0.00294,0.369606,0.001792,0.043335,0.001964,0.074142,0.00104,0.183834,0.000692,0.543271,0.000861,0.195833,0.0
energy_barrier_policy,heldout_mixed_non_smooth_stress,1,80,0.514583,0.045458,0.521957,0.045569,0.355589,0.001464,0.267178,0.005315,0.087867,0.003468,0.063098,0.003032,0.036279,0.002484,0.067918,0.004079,0.073658,0.003007,0.067652,0.003162,0.368551,0.001801,0.043288,0.002058,0.074377,0.001021,0.183592,0.000644,0.543187,0.000847,0.172917,0.0
energy_barrier_policy,heldout_mixed_non_smooth_stress,2,80,0.483333,0.045609,0.490666,0.045683,0.354936,0.001319,0.266584,0.005212,0.087873,0.003441,0.06324,0.002812,0.036674,0.002482,0.06687,0.003976,0.073318,0.002865,0.066947,0.003409,0.369219,0.001749,0.043298,0.002021,0.073988,0.000898,0.18376,0.00072,0.5433,0.000825,0.191667,0.0
energy_barrier_policy,heldout_mixed_non_smooth_stress,3,80,0.552083,0.047422,0.559358,0.047353,0.355323,0.001416,0.267047,0.005123,0.087338,0.003487,0.063296,0.00302,0.036825,0.002574,0.067119,0.004001,0.073192,0.002951,0.067038,0.003128,0.369617,0.001748,0.042937,0.002065,0.074493,0.001038,0.184059,0.000649,0.543286,0.000824,0.154167,0.0
energy_barrier_policy,heldout_mixed_non_smooth_stress,4,80,0.48125,0.040258,0.489148,0.040526,0.35496,0.001469,0.266513,0.005062,0.087404,0.003429,0.062863,0.002936,0.035851,0.002522,0.066623,0.003972,0.072448,0.00278,0.067164,0.003272,0.370487,0.001512,0.043199,0.002083,0.073943,0.001,0.183787,0.000715,0.543593,0.000828,0.24375,0.0
energy_barrier_policy,heldout_mixed_non_smooth_stress,5,80,0.489583,0.045142,0.496838,0.045589,0.355509,0.001332,0.267377,0.005311,0.088523,0.003494,0.064292,0.002925,0.036535,0.002612,0.067817,0.004068,0.073245,0.002795,0.066572,0.003198,0.370801,0.001809,0.043437,0.002145,0.07426,0.001,0.184286,0.000611,0.543327,0.000806,0.179167,0.0
energy_barrier_policy,heldout_mixed_non_smooth_stress,6,80,0.50625,0.04592,0.513786,0.046229,0.355759,0.001595,0.266497,0.005242,0.087829,0.003582,0.064185,0.00305,0.036941,0.00256,0.067732,0.00398,0.073418,0.002992,0.066573,0.003217,0.369528,0.00177,0.043783,0.002249,0.074037,0.000945,0.184116,0.000681,0.543184,0.00084,0.197917,0.0
energy_barrier_policy,heldout_mixed_non_smooth_stress,7,80,0.516667,0.045237,0.523713,0.04526,0.354554,0.001325,0.26745,0.0053,0.087033,0.003268,0.063572,0.002874,0.036019,0.002452,0.068756,0.003891,0.073657,0.002827,0.067661,0.003117,0.369992,0.002074,0.04332,0.001873,0.073955,0.000872,0.184248,0.000684,0.543228,0.000807,0.210417,0.0
energy_barrier_policy,heldout_mixed_non_smooth_stress,8,80,0.504167,0.046115,0.511565,0.045993,0.35556,0.001535,0.267936,0.004894,0.088684,0.003413,0.062874,0.002928,0.036128,0.002631,0.067461,0.003853,0.073767,0.002829,0.066056,0.003279,0.368796,0.001509,0.042686,0.001966,0.073496,0.000988,0.184251,0.00059,0.543261,0.000828,0.195833,0.0
energy_barrier_policy,heldout_mixed_non_smooth_stress,9,80,0.485417,0.046921,0.493151,0.046731,0.356208,0.001667,0.265691,0.005135,0.087919,0.003398,0.063137,0.003016,0.036514,0.002518,0.06776,0.00388,0.073388,0.002836,0.066456,0.003277,0.368412,0.001875,0.042661,0.002181,0.074146,0.000963,0.183708,0.000629,0.543181,0.000832,0.210417,0.0
proposed_contact_mode_boundary_atlas_v4,heldout_mixed_non_smooth_stress,0,80,0.560417,0.042403,0.600514,0.042367,0.496649,0.001591,0.213246,0.003416,0.05656,0.002024,0.060398,0.002741,0.028704,0.002062,0.044559,0.002382,0.044304,0.001846,0.054262,0.00261,0.50229,0.00169,0.045086,0.002185,0.053406,0.000852,0.185629,0.000579,0.577032,0.000592,0.139583,0.0
proposed_contact_mode_boundary_atlas_v4,heldout_mixed_non_smooth_stress,1,80,0.625,0.0429,0.662915,0.042136,0.495578,0.001648,0.212659,0.0033,0.055471,0.002018,0.059215,0.002857,0.030478,0.002223,0.044317,0.002538,0.044678,0.001678,0.053927,0.002552,0.501763,0.001744,0.044915,0.002038,0.053669,0.000817,0.185618,0.000682,0.576728,0.000605,0.0625,0.0
proposed_contact_mode_boundary_atlas_v4,heldout_mixed_non_smooth_stress,2,80,0.558333,0.042742,0.597846,0.042139,0.496321,0.001416,0.21273,0.003583,0.056498,0.001931,0.060035,0.002789,0.029879,0.002215,0.044706,0.00239,0.044159,0.001787,0.053992,0.002591,0.501488,0.001948,0.045743,0.002417,0.053775,0.000867,0.184845,0.000723,0.576804,0.000592,0.116667,0.0
proposed_contact_mode_boundary_atlas_v4,heldout_mixed_non_smooth_stress,3,80,0.6125,0.040584,0.651551,0.040065,0.495279,0.001519,0.212471,0.003327,0.056107,0.002138,0.059863,0.0027,0.029285,0.002172,0.044583,0.002276,0.044229,0.001512,0.054374,0.002632,0.502769,0.001529,0.04499,0.002202,0.053414,0.00088,0.185174,0.000703,0.576977,0.000572,0.09375,0.0
proposed_contact_mode_boundary_atlas_v4,heldout_mixed_non_smooth_stress,4,80,0.583333,0.042306,0.622361,0.041792,0.495453,0.001444,0.212593,0.003338,0.056444,0.002139,0.060704,0.002705,0.029039,0.002275,0.044813,0.002481,0.044464,0.00177,0.052601,0.002367,0.502874,0.00178,0.04531,0.002377,0.053818,0.000982,0.184966,0.000717,0.576978,0.000619,0.141667,0.0
proposed_contact_mode_boundary_atlas_v4,heldout_mixed_non_smooth_stress,5,80,0.591667,0.048931,0.630707,0.048402,0.495467,0.001547,0.212583,0.003335,0.056664,0.002066,0.059622,0.002883,0.029613,0.002405,0.044352,0.002437,0.043829,0.001633,0.05429,0.00251,0.501147,0.001716,0.045802,0.002341,0.05377,0.000919,0.185612,0.00061,0.576885,0.000614,0.077083,0.0
proposed_contact_mode_boundary_atlas_v4,heldout_mixed_non_smooth_stress,6,80,0.61875,0.044709,0.656577,0.04347,0.496302,0.001436,0.213618,0.003342,0.055805,0.002026,0.060376,0.002862,0.028809,0.00238,0.045594,0.002386,0.044631,0.001636,0.054303,0.002499,0.501935,0.001748,0.045391,0.002212,0.053974,0.000987,0.185198,0.000546,0.576865,0.000613,0.085417,0.0
proposed_contact_mode_boundary_atlas_v4,heldout_mixed_non_smooth_stress,7,80,0.585417,0.045755,0.625041,0.04544,0.496024,0.00165,0.213088,0.003456,0.055543,0.001999,0.059712,0.002859,0.0294,0.002303,0.04509,0.002453,0.043315,0.001741,0.052806,0.002566,0.502598,0.001769,0.04505,0.002417,0.053216,0.000816,0.185458,0.000628,0.576972,0.000588,0.141667,0.0
proposed_contact_mode_boundary_atlas_v4,heldout_mixed_non_smooth_stress,8,80,0.572917,0.047154,0.611055,0.046178,0.496822,0.001799,0.212315,0.003383,0.056519,0.001863,0.060251,0.002785,0.029863,0.002193,0.044875,0.002279,0.044988,0.001584,0.054048,0.002726,0.503583,0.001763,0.045341,0.002294,0.053074,0.000838,0.18501,0.000625,0.576849,0.000571,0.127083,0.0
proposed_contact_mode_boundary_atlas_v4,heldout_mixed_non_smooth_stress,9,80,0.6125,0.049913,0.648561,0.048476,0.497527,0.001687,0.213032,0.003309,0.05662,0.001892,0.060955,0.002615,0.029578,0.002228,0.044001,0.002344,0.044527,0.001778,0.054622,0.002686,0.502759,0.001718,0.045679,0.002247,0.05407,0.001043,0.184819,0.000642,0.576967,0.000559,0.083333,0.0
contact_mode_boundary_audit_v5,heldout_mixed_non_smooth_stress,0,80,0.664583,0.042502,0.727301,0.040786,0.572234,0.001624,0.171272,0.001727,0.040739,0.001467,0.045974,0.001595,0.011314,0.00116,0.027487,0.001423,0.029257,0.0013,0.034266,0.00099,0.588735,0.001791,0.019185,0.001062,0.0304,0.000806,0.19511,0.000621,0.646738,0.00034,0.035417,0.0
contact_mode_boundary_audit_v5,heldout_mixed_non_smooth_stress,1,80,0.679167,0.042614,0.740076,0.040377,0.572294,0.001492,0.172793,0.00172,0.040975,0.00137,0.045378,0.001693,0.011752,0.001268,0.027293,0.001354,0.028581,0.001103,0.034966,0.001146,0.588012,0.00162,0.019611,0.001177,0.02943,0.000895,0.194641,0.00068,0.646702,0.000301,0.008333,0.0
contact_mode_boundary_audit_v5,heldout_mixed_non_smooth_stress,2,80,0.70625,0.03732,0.76994,0.035835,0.572119,0.001701,0.171975,0.001745,0.040438,0.001598,0.046392,0.001786,0.011915,0.001134,0.026584,0.001321,0.028067,0.001284,0.034429,0.000933,0.590484,0.001566,0.019711,0.001062,0.029956,0.000827,0.195334,0.000722,0.646938,0.000313,0.0,0.0
contact_mode_boundary_audit_v5,heldout_mixed_non_smooth_stress,3,80,0.66875,0.04329,0.728929,0.040606,0.573693,0.001394,0.172456,0.001837,0.041622,0.001644,0.045408,0.00187,0.012902,0.001297,0.027115,0.001376,0.02914,0.001224,0.034169,0.000925,0.590239,0.001832,0.019386,0.001123,0.030293,0.000838,0.195019,0.000727,0.646636,0.000368,0.0375,0.0
contact_mode_boundary_audit_v5,heldout_mixed_non_smooth_stress,4,80,0.683333,0.04848,0.741657,0.045716,0.572018,0.001346,0.171981,0.001711,0.041119,0.001721,0.045932,0.001545,0.012027,0.001329,0.02766,0.001347,0.029291,0.001153,0.034169,0.001093,0.589076,0.00178,0.018853,0.001099,0.029353,0.000958,0.194727,0.000648,0.646631,0.000332,0.041667,0.0
contact_mode_boundary_audit_v5,heldout_mixed_non_smooth_stress,5,80,0.625,0.04368,0.691021,0.043011,0.571488,0.001497,0.172049,0.001721,0.041382,0.001605,0.044533,0.001677,0.011484,0.001243,0.027117,0.001474,0.029539,0.001307,0.034592,0.001094,0.589931,0.001759,0.019418,0.001116,0.030131,0.000795,0.195189,0.000714,0.646798,0.000324,0.04375,0.0
contact_mode_boundary_audit_v5,heldout_mixed_non_smooth_stress,6,80,0.685417,0.042701,0.745562,0.040146,0.57111,0.00181,0.17229,0.00189,0.041199,0.001431,0.04552,0.00173,0.011322,0.001156,0.026353,0.001704,0.02919,0.001305,0.033305,0.001009,0.589093,0.001513,0.019707,0.001045,0.029775,0.000911,0.195138,0.000699,0.646877,0.000352,0.01875,0.0
contact_mode_boundary_audit_v5,heldout_mixed_non_smooth_stress,7,80,0.63125,0.035678,0.696459,0.034471,0.572608,0.001688,0.170854,0.001661,0.041264,0.001512,0.045654,0.001661,0.012394,0.001137,0.026982,0.001553,0.028402,0.001258,0.034679,0.000976,0.589955,0.001707,0.019824,0.00113,0.029663,0.000756,0.194828,0.000567,0.646768,0.000339,0.095833,0.0
contact_mode_boundary_audit_v5,heldout_mixed_non_smooth_stress,8,80,0.627083,0.040779,0.692264,0.039759,0.571428,0.001446,0.172286,0.00194,0.041094,0.00144,0.04573,0.001417,0.011992,0.001253,0.027935,0.001479,0.028615,0.001132,0.034902,0.000974,0.590553,0.001797,0.020115,0.001214,0.030036,0.000953,0.195136,0.00065,0.646752,0.000328,0.072917,0.0
