risk_budget,method,seed,groups,mean_risk_score,ci95_risk_score,mean_coverage,ci95_coverage,mean_success,ci95_success,mean_utility,ci95_utility
0.12,smooth_dynamics_world_model,9,80,0.094169,0.004413,0.764578,0.011032,0.352337,0.031203,0.319353,0.032166
0.12,contact_implicit_mpc,0,80,0.06261,0.002809,0.843475,0.007021,0.413919,0.036297,0.429159,0.036606
0.12,contact_implicit_mpc,1,80,0.062595,0.002821,0.843513,0.007052,0.401415,0.041032,0.416902,0.040855
0.12,contact_implicit_mpc,2,80,0.062886,0.00274,0.842786,0.00685,0.473403,0.035345,0.489005,0.035915
0.12,contact_implicit_mpc,3,80,0.062583,0.002916,0.843542,0.00729,0.413649,0.037372,0.429384,0.037704
0.12,contact_implicit_mpc,4,80,0.062307,0.002903,0.844232,0.007257,0.420217,0.036029,0.436174,0.036228
0.12,contact_implicit_mpc,5,80,0.062796,0.002891,0.84301,0.007226,0.45362,0.043376,0.46908,0.043679
0.12,contact_implicit_mpc,6,80,0.06252,0.002835,0.843699,0.007087,0.430761,0.03911,0.446394,0.039372
0.12,contact_implicit_mpc,7,80,0.062601,0.002865,0.843497,0.007162,0.424168,0.040021,0.439817,0.040315
0.12,contact_implicit_mpc,8,80,0.062625,0.002843,0.843437,0.007106,0.452522,0.037422,0.467974,0.037857
0.12,contact_implicit_mpc,9,80,0.062548,0.002856,0.843631,0.007139,0.421429,0.036306,0.437117,0.036947
0.12,complementarity_residual_planner,0,80,0.059473,0.002653,0.851317,0.006632,0.429086,0.039765,0.451786,0.039586
0.12,complementarity_residual_planner,1,80,0.059948,0.002725,0.850131,0.006812,0.467452,0.042588,0.48959,0.042829
0.12,complementarity_residual_planner,2,80,0.059662,0.00272,0.850845,0.0068,0.447329,0.039526,0.470558,0.039669
0.12,complementarity_residual_planner,3,80,0.059208,0.002719,0.85198,0.006798,0.436598,0.0397,0.459992,0.040401
0.12,complementarity_residual_planner,4,80,0.059693,0.002746,0.850767,0.006864,0.434073,0.036283,0.457527,0.036433
0.12,complementarity_residual_planner,5,80,0.059508,0.002639,0.85123,0.006598,0.460232,0.043925,0.483073,0.044294
0.12,complementarity_residual_planner,6,80,0.059724,0.002678,0.850689,0.006695,0.456877,0.03762,0.479593,0.03747
0.12,complementarity_residual_planner,7,80,0.060012,0.00267,0.849969,0.006675,0.438244,0.041517,0.461189,0.04232
0.12,complementarity_residual_planner,8,80,0.059737,0.002724,0.850656,0.006811,0.436161,0.040021,0.458709,0.040003
0.12,complementarity_residual_planner,9,80,0.059351,0.0027,0.851624,0.006749,0.429296,0.035541,0.452818,0.035778
0.12,robust_hybrid_mpc,0,80,0.051844,0.002254,0.87039,0.005635,0.483939,0.043422,0.515889,0.043436
0.12,robust_hybrid_mpc,1,80,0.051684,0.002311,0.870791,0.005777,0.465781,0.043777,0.497609,0.04356
0.12,robust_hybrid_mpc,2,80,0.051999,0.002278,0.870003,0.005694,0.502086,0.036162,0.534186,0.036237
0.12,robust_hybrid_mpc,3,80,0.051661,0.002309,0.870848,0.005772,0.484192,0.03451,0.516027,0.03459
0.12,robust_hybrid_mpc,4,80,0.051614,0.00236,0.870966,0.0059,0.449304,0.039203,0.481083,0.038895
0.12,robust_hybrid_mpc,5,80,0.052148,0.002233,0.869629,0.005583,0.457715,0.037635,0.489622,0.038162
0.12,robust_hybrid_mpc,6,80,0.051663,0.002254,0.870843,0.005635,0.45907,0.038261,0.491186,0.038363
0.12,robust_hybrid_mpc,7,80,0.051807,0.002238,0.870483,0.005595,0.437176,0.038724,0.469188,0.038784
0.12,robust_hybrid_mpc,8,80,0.051465,0.002265,0.871338,0.005663,0.468022,0.039174,0.500185,0.039458
0.12,robust_hybrid_mpc,9,80,0.051828,0.002208,0.870429,0.005521,0.463184,0.039171,0.494833,0.039233
0.12,learned_contact_classifier,0,80,0.067029,0.003047,0.832427,0.007618,0.45495,0.038622,0.470575,0.039008
0.12,learned_contact_classifier,1,80,0.06661,0.00306,0.833475,0.00765,0.436969,0.038756,0.452557,0.039139
0.12,learned_contact_classifier,2,80,0.067106,0.003028,0.832236,0.00757,0.43371,0.036112,0.449495,0.036388
0.12,learned_contact_classifier,3,80,0.066964,0.003066,0.83259,0.007666,0.426124,0.038743,0.441779,0.038657
0.12,learned_contact_classifier,4,80,0.066401,0.003055,0.833997,0.007637,0.46282,0.038481,0.478852,0.038882
0.12,learned_contact_classifier,5,80,0.066781,0.00305,0.833047,0.007625,0.403212,0.041682,0.418824,0.042116
0.12,learned_contact_classifier,6,80,0.066729,0.003121,0.833179,0.007802,0.449284,0.037562,0.465138,0.037814
0.12,learned_contact_classifier,7,80,0.066353,0.003021,0.834118,0.007553,0.469591,0.040723,0.485214,0.040839
0.12,learned_contact_classifier,8,80,0.066516,0.003086,0.833711,0.007715,0.429425,0.036286,0.445511,0.03667
0.12,learned_contact_classifier,9,80,0.066491,0.003008,0.833772,0.007521,0.406307,0.038624,0.422398,0.039225
0.12,energy_barrier_policy,0,80,0.054071,0.002343,0.864823,0.005857,0.43722,0.043053,0.45358,0.043228
0.12,energy_barrier_policy,1,80,0.053992,0.002341,0.86502,0.005853,0.445457,0.03955,0.462165,0.039808
0.12,energy_barrier_policy,2,80,0.053939,0.002285,0.865153,0.005714,0.418588,0.04006,0.435298,0.040288
0.12,energy_barrier_policy,3,80,0.053972,0.002323,0.865069,0.005808,0.477674,0.041325,0.49434,0.041424
0.12,energy_barrier_policy,4,80,0.05341,0.002306,0.866475,0.005765,0.417688,0.035289,0.435031,0.035714
0.12,energy_barrier_policy,5,80,0.054307,0.00233,0.864231,0.005824,0.4248,0.040178,0.441468,0.040825
0.12,energy_barrier_policy,6,80,0.054471,0.002358,0.863823,0.005895,0.438583,0.040457,0.455403,0.040983
0.12,energy_barrier_policy,7,80,0.054161,0.002196,0.864597,0.005491,0.447298,0.039792,0.463725,0.039945
0.12,energy_barrier_policy,8,80,0.053748,0.002272,0.86563,0.00568,0.436216,0.039746,0.452958,0.03977
0.12,energy_barrier_policy,9,80,0.053926,0.002354,0.865186,0.005886,0.419508,0.040506,0.436521,0.040425
0.12,proposed_contact_mode_boundary_atlas_v4,0,80,0.043325,0.00188,0.891689,0.0047,0.500315,0.038338,0.555559,0.038507
0.12,proposed_contact_mode_boundary_atlas_v4,1,80,0.043599,0.001958,0.891004,0.004894,0.557925,0.039024,0.611101,0.038549
0.12,proposed_contact_mode_boundary_atlas_v4,2,80,0.043709,0.00195,0.890729,0.004875,0.496941,0.0379,0.551568,0.037445
0.12,proposed_contact_mode_boundary_atlas_v4,3,80,0.043362,0.001855,0.891595,0.004638,0.546637,0.036772,0.600951,0.036468
0.12,proposed_contact_mode_boundary_atlas_v4,4,80,0.0436,0.001989,0.891,0.004972,0.520541,0.038537,0.574805,0.0383
0.12,proposed_contact_mode_boundary_atlas_v4,5,80,0.04343,0.001998,0.891425,0.004995,0.527626,0.043753,0.581854,0.043443
0.12,proposed_contact_mode_boundary_atlas_v4,6,80,0.043607,0.001993,0.890982,0.004982,0.550549,0.039909,0.603683,0.038805
0.12,proposed_contact_mode_boundary_atlas_v4,7,80,0.043324,0.001967,0.891689,0.004917,0.522549,0.04112,0.577364,0.040954
0.12,proposed_contact_mode_boundary_atlas_v4,8,80,0.043842,0.001914,0.890394,0.004785,0.510658,0.04251,0.564107,0.041756
0.12,proposed_contact_mode_boundary_atlas_v4,9,80,0.043763,0.001881,0.890592,0.004702,0.546097,0.045195,0.597611,0.043971
0.12,contact_mode_boundary_audit_v5,0,80,0.025834,0.00097,0.935415,0.002425,0.621895,0.039921,0.706967,0.038418
0.12,contact_mode_boundary_audit_v5,1,80,0.025765,0.001014,0.935587,0.002536,0.635466,0.039929,0.718839,0.037911
0.12,contact_mode_boundary_audit_v5,2,80,0.025889,0.000989,0.935277,0.002472,0.660519,0.034849,0.746595,0.033527
0.12,contact_mode_boundary_audit_v5,3,80,0.026158,0.001098,0.934604,0.002744,0.624977,0.040449,0.707665,0.037947
0.12,contact_mode_boundary_audit_v5,4,80,0.026038,0.000966,0.934905,0.002416,0.638829,0.045572,0.719724,0.042974
0.12,contact_mode_boundary_audit_v5,5,80,0.025556,0.001057,0.936111,0.002643,0.585067,0.040888,0.673376,0.040307
0.12,contact_mode_boundary_audit_v5,6,80,0.02561,0.001023,0.935975,0.002558,0.641361,0.039792,0.724104,0.037407
0.12,contact_mode_boundary_audit_v5,7,80,0.025992,0.001056,0.93502,0.00264,0.590379,0.033615,0.677774,0.032487
0.12,contact_mode_boundary_audit_v5,8,80,0.026104,0.000917,0.93474,0.002294,0.585952,0.037979,0.673377,0.037065
0.12,contact_mode_boundary_audit_v5,9,80,0.026144,0.00103,0.934639,0.002576,0.595483,0.036561,0.681885,0.035247
0.12,oracle_contact_mode_supervisor,0,80,0.025504,0.001107,0.936241,0.002769,0.669359,0.035843,0.754988,0.033323
0.12,oracle_contact_mode_supervisor,1,80,0.024832,0.000991,0.93792,0.002478,0.652504,0.040568,0.736523,0.037506
0.12,oracle_contact_mode_supervisor,2,80,0.0256,0.001084,0.936001,0.002711,0.663003,0.040848,0.747275,0.038148
0.12,oracle_contact_mode_supervisor,3,80,0.024917,0.000867,0.937707,0.002166,0.623269,0.044469,0.710395,0.042448
0.12,oracle_contact_mode_supervisor,4,80,0.025153,0.001035,0.937117,0.002587,0.636502,0.032179,0.727829,0.031242
0.12,oracle_contact_mode_supervisor,5,80,0.02522,0.001041,0.93695,0.002602,0.654085,0.036336,0.739276,0.033416
0.12,oracle_contact_mode_supervisor,6,80,0.0254,0.001052,0.936501,0.002629,0.628557,0.043484,0.711182,0.040002
0.12,oracle_contact_mode_supervisor,7,80,0.025344,0.001038,0.936639,0.002595,0.669526,0.038351,0.754002,0.035641
0.12,oracle_contact_mode_supervisor,8,80,0.025412,0.001057,0.936469,0.002642,0.598974,0.041316,0.688509,0.039811
0.12,oracle_contact_mode_supervisor,9,80,0.025136,0.000955,0.937159,0.002388,0.712486,0.037563,0.794074,0.034324
0.12,oracle_hybrid_contact_supervisor,0,80,0.018448,0.000677,0.95388,0.001693,0.667895,0.043185,0.765467,0.040436
0.12,oracle_hybrid_contact_supervisor,1,80,0.018688,0.00062,0.95328,0.001549,0.655595,0.042075,0.753185,0.039115
0.12,oracle_hybrid_contact_supervisor,2,80,0.018509,0.000689,0.953727,0.001721,0.643931,0.040112,0.742435,0.037134
0.12,oracle_hybrid_contact_supervisor,3,80,0.018324,0.00064,0.95419,0.001599,0.673864,0.041176,0.774005,0.039016
0.12,oracle_hybrid_contact_supervisor,4,80,0.018689,0.000661,0.953278,0.001654,0.691097,0.035936,0.788499,0.032748
0.12,oracle_hybrid_contact_supervisor,5,80,0.018329,0.000669,0.954178,0.001673,0.638018,0.043723,0.738761,0.04162
0.12,oracle_hybrid_contact_supervisor,6,80,0.018397,0.000645,0.954007,0.001612,0.6716,0.034023,0.771356,0.031166
0.12,oracle_hybrid_contact_supervisor,7,80,0.018433,0.000652,0.953918,0.00163,0.693571,0.040912,0.790462,0.037888
0.12,oracle_hybrid_contact_supervisor,8,80,0.018502,0.000669,0.953745,0.001672,0.667614,0.042274,0.766185,0.039753
0.12,oracle_hybrid_contact_supervisor,9,80,0.01806,0.00064,0.954851,0.001599,0.664373,0.044612,0.758497,0.040674
0.16,no_contact_behavior_clone,0,80,0.108348,0.005079,0.753754,0.011543,0.268855,0.035871,0.214372,0.035431
0.16,no_contact_behavior_clone,1,80,0.1086,0.005065,0.753182,0.011511,0.270357,0.039037,0.217096,0.038702
0.16,no_contact_behavior_clone,2,80,0.108421,0.005078,0.753589,0.01154,0.248403,0.031898,0.195915,0.03087
0.16,no_contact_behavior_clone,3,80,0.108647,0.005148,0.753074,0.011701,0.261272,0.036785,0.210402,0.035757
0.16,no_contact_behavior_clone,4,80,0.108702,0.005003,0.75295,0.011371,0.273153,0.039286,0.223112,0.037709
0.16,no_contact_behavior_clone,5,80,0.10876,0.0051,0.752818,0.011591,0.260013,0.032379,0.205313,0.03227
0.16,no_contact_behavior_clone,6,80,0.108604,0.005066,0.753172,0.011513,0.27683,0.032983,0.221382,0.032908
0.16,no_contact_behavior_clone,7,80,0.108682,0.005074,0.752995,0.011531,0.275194,0.030423,0.21961,0.030064
0.16,no_contact_behavior_clone,8,80,0.108533,0.005072,0.753334,0.011528,0.238343,0.031024,0.186899,0.029472
0.16,no_contact_behavior_clone,9,80,0.108581,0.005116,0.753225,0.011627,0.275199,0.030594,0.220562,0.029859
0.16,domain_randomization,0,80,0.093672,0.004444,0.787109,0.010099,0.350189,0.039973,0.31598,0.040196
0.16,domain_randomization,1,80,0.093457,0.004363,0.787597,0.009916,0.322688,0.031164,0.28773,0.03148
0.16,domain_randomization,2,80,0.09418,0.004389,0.785955,0.009974,0.322098,0.03514,0.287388,0.035694
0.16,domain_randomization,3,80,0.093763,0.004356,0.786902,0.009899,0.340977,0.036981,0.307349,0.036699
0.16,domain_randomization,4,80,0.094057,0.004316,0.786234,0.009808,0.341408,0.033333,0.305335,0.033992
0.16,domain_randomization,5,80,0.093986,0.004298,0.786395,0.009768,0.345297,0.040039,0.311986,0.03991
0.16,domain_randomization,6,80,0.093593,0.00439,0.787289,0.009977,0.326135,0.033573,0.293511,0.033003
0.16,domain_randomization,7,80,0.093872,0.004374,0.786655,0.009941,0.354935,0.035171,0.319288,0.035988
0.16,domain_randomization,8,80,0.093861,0.004332,0.786679,0.009846,0.349462,0.034796,0.314998,0.034477
0.16,domain_randomization,9,80,0.094107,0.004283,0.786121,0.009735,0.349712,0.035229,0.313806,0.03482
0.16,diffusion_policy_surrogate,0,80,0.095568,0.004515,0.782801,0.010262,0.373309,0.036709,0.340277,0.037109
0.16,diffusion_policy_surrogate,1,80,0.095978,0.004482,0.781868,0.010187,0.352956,0.035272,0.319585,0.035045
0.16,diffusion_policy_surrogate,2,80,0.095822,0.004433,0.782224,0.010075,0.355121,0.033668,0.321465,0.03413
0.16,diffusion_policy_surrogate,3,80,0.095641,0.004424,0.782635,0.010055,0.338853,0.035174,0.304661,0.035896
0.16,diffusion_policy_surrogate,4,80,0.095584,0.004417,0.782764,0.010038,0.383027,0.036345,0.350802,0.036091
0.16,diffusion_policy_surrogate,5,80,0.095911,0.004439,0.78202,0.010089,0.354977,0.030119,0.32117,0.030736
0.16,diffusion_policy_surrogate,6,80,0.095964,0.004491,0.7819,0.010207,0.365572,0.031532,0.331146,0.032103
0.16,diffusion_policy_surrogate,7,80,0.096028,0.004577,0.781755,0.010402,0.362796,0.038558,0.329881,0.038587
0.16,diffusion_policy_surrogate,8,80,0.095819,0.004348,0.78223,0.009882,0.345265,0.036418,0.311774,0.036837
0.16,diffusion_policy_surrogate,9,80,0.095567,0.00442,0.782802,0.010045,0.358563,0.037977,0.325972,0.038475
0.16,robotics_transformer_surrogate,0,80,0.09058,0.004181,0.794137,0.009501,0.391361,0.036084,0.364766,0.036343
0.16,robotics_transformer_surrogate,1,80,0.090912,0.004156,0.793382,0.009446,0.354937,0.038877,0.328248,0.039249
0.16,robotics_transformer_surrogate,2,80,0.09047,0.004179,0.794385,0.009499,0.409086,0.040226,0.382148,0.040919
0.16,robotics_transformer_surrogate,3,80,0.090749,0.004223,0.793752,0.009599,0.368681,0.036778,0.342071,0.037332
0.16,robotics_transformer_surrogate,4,80,0.090665,0.004161,0.793943,0.009457,0.374389,0.04277,0.347736,0.043394
0.16,robotics_transformer_surrogate,5,80,0.090776,0.004106,0.793692,0.009332,0.381782,0.041386,0.355627,0.041992
0.16,robotics_transformer_surrogate,6,80,0.090731,0.004177,0.793793,0.009493,0.347203,0.033194,0.320057,0.03408
0.16,robotics_transformer_surrogate,7,80,0.090684,0.004249,0.793899,0.009658,0.345257,0.036351,0.318778,0.036669
0.16,robotics_transformer_surrogate,8,80,0.09063,0.004191,0.794024,0.009524,0.398204,0.035847,0.371805,0.035738
0.16,robotics_transformer_surrogate,9,80,0.091084,0.00414,0.79299,0.00941,0.396566,0.037524,0.369568,0.038146
0.16,ensemble_disagreement_planner,0,80,0.06667,0.003005,0.848476,0.00683,0.447291,0.034661,0.453311,0.034988
0.16,ensemble_disagreement_planner,1,80,0.066538,0.003141,0.848777,0.007139,0.446695,0.033881,0.452381,0.034444
0.16,ensemble_disagreement_planner,2,80,0.067166,0.003036,0.847349,0.0069,0.414191,0.040112,0.420342,0.040598
0.16,ensemble_disagreement_planner,3,80,0.066836,0.003201,0.848099,0.007274,0.419643,0.041584,0.4252,0.041959
0.16,ensemble_disagreement_planner,4,80,0.066614,0.003092,0.848605,0.007027,0.439072,0.040258,0.444895,0.040697
0.16,ensemble_disagreement_planner,5,80,0.066623,0.003106,0.848584,0.00706,0.443803,0.036458,0.449687,0.03672
0.16,ensemble_disagreement_planner,6,80,0.066855,0.003192,0.848058,0.007254,0.433043,0.035336,0.439062,0.035702
0.16,ensemble_disagreement_planner,7,80,0.066635,0.003059,0.848556,0.006952,0.388897,0.039681,0.39483,0.039885
0.16,ensemble_disagreement_planner,8,80,0.066737,0.003124,0.848326,0.0071,0.431297,0.04123,0.437274,0.04137
0.16,ensemble_disagreement_planner,9,80,0.066833,0.003128,0.848106,0.007108,0.434437,0.034952,0.440373,0.03513
0.16,conformal_risk_filter,0,80,0.060836,0.002891,0.861736,0.00657,0.445095,0.035062,0.453438,0.035268
0.16,conformal_risk_filter,1,80,0.060383,0.002824,0.862765,0.006419,0.410092,0.031311,0.418635,0.031783
0.16,conformal_risk_filter,2,80,0.060784,0.00288,0.861854,0.006546,0.464959,0.042038,0.473055,0.042702
0.16,conformal_risk_filter,3,80,0.060988,0.002866,0.861391,0.006514,0.428273,0.039443,0.436321,0.039917
0.16,conformal_risk_filter,4,80,0.061164,0.002899,0.86099,0.006588,0.397402,0.039903,0.405714,0.040477
0.16,conformal_risk_filter,5,80,0.06071,0.002813,0.862022,0.006393,0.433354,0.036608,0.441989,0.036849
0.16,conformal_risk_filter,6,80,0.060883,0.002831,0.861629,0.006433,0.423697,0.037182,0.431937,0.037386
0.16,conformal_risk_filter,7,80,0.061178,0.002755,0.860958,0.006262,0.436394,0.044021,0.444371,0.044271
0.16,conformal_risk_filter,8,80,0.060755,0.002855,0.861921,0.006489,0.447601,0.040154,0.455997,0.040596
0.16,conformal_risk_filter,9,80,0.060826,0.002898,0.86176,0.006586,0.421964,0.038627,0.430408,0.038916
0.16,smooth_dynamics_world_model,0,80,0.094308,0.004342,0.785663,0.009868,0.347133,0.036956,0.314492,0.03726
0.16,smooth_dynamics_world_model,1,80,0.094257,0.004398,0.78578,0.009995,0.346428,0.043896,0.314136,0.044076
0.16,smooth_dynamics_world_model,2,80,0.09503,0.00451,0.784024,0.010249,0.337425,0.03273,0.304213,0.033011
0.16,smooth_dynamics_world_model,3,80,0.094759,0.004406,0.784638,0.010013,0.334765,0.033354,0.301418,0.033747
0.16,smooth_dynamics_world_model,4,80,0.094284,0.004421,0.785718,0.010047,0.366541,0.039065,0.333356,0.039779
0.16,smooth_dynamics_world_model,5,80,0.094604,0.004372,0.78499,0.009936,0.371794,0.035611,0.337829,0.036024
0.16,smooth_dynamics_world_model,6,80,0.094671,0.004473,0.784839,0.010165,0.361279,0.033766,0.32817,0.034114
0.16,smooth_dynamics_world_model,7,80,0.09477,0.00443,0.784613,0.010067,0.376842,0.03473,0.342465,0.035827
0.16,smooth_dynamics_world_model,8,80,0.09442,0.004343,0.78541,0.00987,0.34467,0.037994,0.313626,0.03737
0.16,smooth_dynamics_world_model,9,80,0.094169,0.004413,0.78598,0.010029,0.361973,0.031833,0.328045,0.032788
0.16,contact_implicit_mpc,0,80,0.06261,0.002809,0.857705,0.006383,0.420798,0.036801,0.436095,0.037097
0.16,contact_implicit_mpc,1,80,0.062595,0.002821,0.857739,0.006411,0.408294,0.041733,0.423842,0.04154
0.16,contact_implicit_mpc,2,80,0.062886,0.00274,0.857078,0.006228,0.481313,0.03585,0.49698,0.0364
0.16,contact_implicit_mpc,3,80,0.062583,0.002916,0.857766,0.006627,0.420552,0.037959,0.43635,0.038275
0.16,contact_implicit_mpc,4,80,0.062307,0.002903,0.858393,0.006597,0.427281,0.036598,0.443301,0.036777
0.16,contact_implicit_mpc,5,80,0.062796,0.002891,0.857282,0.00657,0.461245,0.044021,0.476763,0.044312
0.16,contact_implicit_mpc,6,80,0.06252,0.002835,0.857908,0.006443,0.438003,0.039738,0.453698,0.039981
0.16,contact_implicit_mpc,7,80,0.062601,0.002865,0.857725,0.006511,0.431251,0.040641,0.446964,0.04092
0.16,contact_implicit_mpc,8,80,0.062625,0.002843,0.85767,0.00646,0.460058,0.037976,0.475571,0.038393
0.16,contact_implicit_mpc,9,80,0.062548,0.002856,0.857846,0.00649,0.428382,0.036817,0.444134,0.037449
0.16,complementarity_residual_planner,0,80,0.059473,0.002653,0.864834,0.006029,0.435912,0.040358,0.458758,0.04016
0.16,complementarity_residual_planner,1,80,0.059948,0.002725,0.863755,0.006193,0.474767,0.043087,0.497048,0.043313
0.16,complementarity_residual_planner,2,80,0.059662,0.00272,0.864404,0.006182,0.45439,0.040081,0.477772,0.040207
0.16,complementarity_residual_planner,3,80,0.059208,0.002719,0.865436,0.00618,0.443309,0.040175,0.466855,0.040861
0.16,complementarity_residual_planner,4,80,0.059693,0.002746,0.864334,0.00624,0.441014,0.036826,0.464622,0.036958
0.16,complementarity_residual_planner,5,80,0.059508,0.002639,0.864754,0.005998,0.467445,0.044559,0.490435,0.044913
0.16,complementarity_residual_planner,6,80,0.059724,0.002678,0.864263,0.006086,0.464207,0.038206,0.487068,0.038035
0.16,complementarity_residual_planner,7,80,0.060012,0.00267,0.863609,0.006068,0.444994,0.042012,0.46809,0.042804
0.16,complementarity_residual_planner,8,80,0.059737,0.002724,0.864233,0.006191,0.443101,0.040585,0.465794,0.040552
0.16,complementarity_residual_planner,9,80,0.059351,0.0027,0.865112,0.006135,0.436103,0.036102,0.45978,0.036323
0.16,robust_hybrid_mpc,0,80,0.051844,0.002254,0.882173,0.005122,0.490513,0.044007,0.522689,0.044008
0.16,robust_hybrid_mpc,1,80,0.051684,0.002311,0.882537,0.005252,0.472112,0.044352,0.504162,0.044119
0.16,robust_hybrid_mpc,2,80,0.051999,0.002278,0.881821,0.005177,0.508904,0.036629,0.541232,0.036685
0.16,robust_hybrid_mpc,3,80,0.051661,0.002309,0.882589,0.005248,0.490743,0.034977,0.522803,0.035038
0.16,robust_hybrid_mpc,4,80,0.051614,0.00236,0.882696,0.005364,0.455428,0.039773,0.487427,0.039445
0.16,robust_hybrid_mpc,5,80,0.052148,0.002233,0.881481,0.005075,0.463832,0.038088,0.495969,0.038605
0.16,robust_hybrid_mpc,6,80,0.051663,0.002254,0.882584,0.005123,0.465253,0.038739,0.497596,0.038828
0.16,robust_hybrid_mpc,7,80,0.051807,0.002238,0.882257,0.005086,0.443077,0.039199,0.475316,0.039244
0.16,robust_hybrid_mpc,8,80,0.051465,0.002265,0.883034,0.005148,0.474149,0.039578,0.50654,0.039849
0.16,robust_hybrid_mpc,9,80,0.051828,0.002208,0.882208,0.005019,0.469372,0.039625,0.501244,0.03967
0.16,learned_contact_classifier,0,80,0.067029,0.003047,0.847661,0.006926,0.463212,0.039275,0.478904,0.039635
0.16,learned_contact_classifier,1,80,0.06661,0.00306,0.848614,0.006954,0.444782,0.03936,0.460436,0.039726
0.16,learned_contact_classifier,2,80,0.067106,0.003028,0.847487,0.006881,0.44163,0.036739,0.457486,0.036993
0.16,learned_contact_classifier,3,80,0.066964,0.003066,0.847809,0.006969,0.433977,0.039453,0.449701,0.039347
0.16,learned_contact_classifier,4,80,0.066401,0.003055,0.849088,0.006943,0.471124,0.039112,0.487227,0.039493
0.16,learned_contact_classifier,5,80,0.066781,0.00305,0.848225,0.006932,0.410496,0.042406,0.426173,0.042825
0.16,learned_contact_classifier,6,80,0.066729,0.003121,0.848344,0.007093,0.457493,0.038189,0.473414,0.038418
0.16,learned_contact_classifier,7,80,0.066353,0.003021,0.849199,0.006866,0.478037,0.041365,0.493727,0.041461
0.16,learned_contact_classifier,8,80,0.066516,0.003086,0.848828,0.007014,0.437167,0.036887,0.453324,0.037248
0.16,learned_contact_classifier,9,80,0.066491,0.003008,0.848884,0.006837,0.413499,0.039223,0.429662,0.039806
0.16,energy_barrier_policy,0,80,0.054071,0.002343,0.877112,0.005324,0.443306,0.043576,0.459738,0.043743
0.16,energy_barrier_policy,1,80,0.053992,0.002341,0.877291,0.005321,0.451741,0.040076,0.468521,0.040323
0.16,energy_barrier_policy,2,80,0.053939,0.002285,0.877412,0.005194,0.424474,0.040556,0.441255,0.040774
0.16,energy_barrier_policy,3,80,0.053972,0.002323,0.877336,0.00528,0.484439,0.041864,0.501176,0.041946
0.16,energy_barrier_policy,4,80,0.05341,0.002306,0.878614,0.005241,0.423466,0.035731,0.440888,0.036147
0.16,energy_barrier_policy,5,80,0.054307,0.00233,0.876574,0.005295,0.430689,0.040616,0.44743,0.041254
0.16,energy_barrier_policy,6,80,0.054471,0.002358,0.876203,0.005359,0.444735,0.040938,0.46163,0.041452
0.16,energy_barrier_policy,7,80,0.054161,0.002196,0.876906,0.004992,0.453605,0.040276,0.470103,0.040419
0.16,energy_barrier_policy,8,80,0.053748,0.002272,0.877846,0.005164,0.442393,0.040314,0.459209,0.040324
0.16,energy_barrier_policy,9,80,0.053926,0.002354,0.877442,0.005351,0.4255,0.04108,0.442589,0.040986
0.16,proposed_contact_mode_boundary_atlas_v4,0,80,0.043325,0.00188,0.901535,0.004272,0.505779,0.038698,0.561406,0.038852
0.16,proposed_contact_mode_boundary_atlas_v4,1,80,0.043599,0.001958,0.900912,0.004449,0.564022,0.039364,0.617567,0.038866
0.16,proposed_contact_mode_boundary_atlas_v4,2,80,0.043709,0.00195,0.900662,0.004432,0.502522,0.038331,0.557529,0.037858
0.16,proposed_contact_mode_boundary_atlas_v4,3,80,0.043362,0.001855,0.90145,0.004216,0.552625,0.037107,0.607316,0.036786
0.16,proposed_contact_mode_boundary_atlas_v4,4,80,0.0436,0.001989,0.900909,0.00452,0.526249,0.038866,0.580891,0.038609
0.16,proposed_contact_mode_boundary_atlas_v4,5,80,0.04343,0.001998,0.901296,0.004541,0.533448,0.044214,0.588049,0.043884
0.16,proposed_contact_mode_boundary_atlas_v4,6,80,0.043607,0.001993,0.900893,0.004529,0.556749,0.040336,0.610248,0.039216
0.16,proposed_contact_mode_boundary_atlas_v4,7,80,0.043324,0.001967,0.901535,0.00447,0.528264,0.04153,0.583461,0.04135
0.16,proposed_contact_mode_boundary_atlas_v4,8,80,0.043842,0.001914,0.900358,0.00435,0.516318,0.042923,0.570139,0.042149
0.16,proposed_contact_mode_boundary_atlas_v4,9,80,0.043763,0.001881,0.900538,0.004275,0.552134,0.045614,0.604003,0.044373
0.16,contact_mode_boundary_audit_v5,0,80,0.025834,0.00097,0.941287,0.002204,0.625776,0.040153,0.711213,0.038632
0.16,contact_mode_boundary_audit_v5,1,80,0.025765,0.001014,0.941443,0.002305,0.639438,0.04017,0.723165,0.038132
0.16,contact_mode_boundary_audit_v5,2,80,0.025889,0.000989,0.941161,0.002247,0.664677,0.035069,0.751123,0.033731
0.16,contact_mode_boundary_audit_v5,3,80,0.026158,0.001098,0.940549,0.002494,0.628957,0.040703,0.712,0.038182
0.16,contact_mode_boundary_audit_v5,4,80,0.026038,0.000966,0.940822,0.002196,0.642874,0.045834,0.724116,0.04322
0.16,contact_mode_boundary_audit_v5,5,80,0.025556,0.001057,0.941919,0.002403,0.588697,0.041139,0.677386,0.04055
0.16,contact_mode_boundary_audit_v5,6,80,0.02561,0.001023,0.941795,0.002326,0.645366,0.040053,0.728457,0.037652
0.16,contact_mode_boundary_audit_v5,7,80,0.025992,0.001056,0.940928,0.0024,0.594094,0.033798,0.681876,0.032662
