ablation,task,regime,split,seed,episodes,success,success_probability,contact_mode_f1,boundary_error,unsafe_impulse,jam_rate,slip_overshoot,intervention_cost,data_efficiency_proxy
minus_contact_mode_classifier,drawer_opening,contact_jamming,combined_stress,0,84,0.4286,0.4846,0.4652,0.2849,0.0763,0.1398,0.0625,0.2159,0.4687
minus_contact_mode_classifier,drawer_opening,contact_jamming,combined_stress,1,84,0.4762,0.4794,0.4678,0.2826,0.0687,0.134,0.0567,0.2159,0.4548
minus_contact_mode_classifier,drawer_opening,contact_jamming,combined_stress,2,84,0.4762,0.4758,0.4842,0.2772,0.0719,0.1438,0.0591,0.2159,0.4677
minus_contact_mode_classifier,drawer_opening,contact_jamming,combined_stress,3,84,0.5119,0.4786,0.4598,0.2836,0.0724,0.1405,0.0622,0.2159,0.4606
minus_contact_mode_classifier,drawer_opening,contact_jamming,combined_stress,4,84,0.5,0.4656,0.4649,0.2836,0.0734,0.1381,0.0625,0.2159,0.4633
minus_contact_mode_classifier,drawer_opening,contact_jamming,combined_stress,5,84,0.4881,0.4701,0.4854,0.2795,0.0682,0.1475,0.0546,0.2159,0.4497
minus_contact_mode_classifier,drawer_opening,contact_jamming,combined_stress,6,84,0.5,0.48,0.4801,0.2873,0.0773,0.1463,0.0617,0.2159,0.4712
minus_contact_mode_classifier,drawer_opening,release_snap,combined_stress,0,84,0.5476,0.4932,0.4603,0.2946,0.0823,0.1008,0.0582,0.2155,0.4703
minus_contact_mode_classifier,drawer_opening,release_snap,combined_stress,1,84,0.4762,0.497,0.4785,0.2932,0.0765,0.0926,0.0617,0.2155,0.479
minus_contact_mode_classifier,drawer_opening,release_snap,combined_stress,2,84,0.5,0.4845,0.4662,0.3013,0.0772,0.1146,0.065,0.2155,0.4789
minus_contact_mode_classifier,drawer_opening,release_snap,combined_stress,3,84,0.4643,0.4893,0.4676,0.2911,0.0752,0.1045,0.0595,0.2155,0.4804
minus_contact_mode_classifier,drawer_opening,release_snap,combined_stress,4,84,0.369,0.49,0.4719,0.3001,0.0777,0.1009,0.0679,0.2155,0.4676
minus_contact_mode_classifier,drawer_opening,release_snap,combined_stress,5,84,0.4167,0.4825,0.474,0.2912,0.0724,0.1009,0.0567,0.2155,0.4672
minus_contact_mode_classifier,drawer_opening,release_snap,combined_stress,6,84,0.5119,0.4845,0.4664,0.295,0.0746,0.0975,0.0662,0.2155,0.4764
minus_contact_mode_classifier,drawer_opening,combined_contact_shock,combined_stress,0,84,0.4524,0.4475,0.4559,0.2998,0.0869,0.1446,0.0787,0.2178,0.4745
minus_contact_mode_classifier,drawer_opening,combined_contact_shock,combined_stress,1,84,0.5238,0.4543,0.46,0.3215,0.0881,0.1325,0.0693,0.2178,0.4679
minus_contact_mode_classifier,drawer_opening,combined_contact_shock,combined_stress,2,84,0.4881,0.4563,0.4546,0.3047,0.0859,0.1348,0.0761,0.2178,0.4569
minus_contact_mode_classifier,drawer_opening,combined_contact_shock,combined_stress,3,84,0.4762,0.4553,0.4784,0.318,0.0851,0.1426,0.0701,0.2178,0.4689
minus_contact_mode_classifier,drawer_opening,combined_contact_shock,combined_stress,4,84,0.4286,0.4567,0.4612,0.3112,0.0907,0.1429,0.0637,0.2178,0.4641
minus_contact_mode_classifier,drawer_opening,combined_contact_shock,combined_stress,5,84,0.4524,0.4635,0.4693,0.3051,0.0819,0.1387,0.0826,0.2178,0.4662
minus_contact_mode_classifier,drawer_opening,combined_contact_shock,combined_stress,6,84,0.5357,0.4628,0.4582,0.3102,0.0783,0.1317,0.078,0.2178,0.4532
minus_contact_mode_classifier,cable_routing,nominal_contact,combined_stress,0,84,0.4881,0.5236,0.478,0.2585,0.0362,0.0845,0.0461,0.2003,0.4671
minus_contact_mode_classifier,cable_routing,nominal_contact,combined_stress,1,84,0.4643,0.5076,0.4761,0.2614,0.0442,0.0869,0.0592,0.2003,0.4603
minus_contact_mode_classifier,cable_routing,nominal_contact,combined_stress,2,84,0.4643,0.5058,0.4611,0.2492,0.0335,0.0802,0.0509,0.2003,0.4537
minus_contact_mode_classifier,cable_routing,nominal_contact,combined_stress,3,84,0.5476,0.5189,0.4544,0.2712,0.0378,0.0792,0.0649,0.2003,0.4589
minus_contact_mode_classifier,cable_routing,nominal_contact,combined_stress,4,84,0.4286,0.5169,0.464,0.2536,0.047,0.0894,0.0469,0.2003,0.4785
minus_contact_mode_classifier,cable_routing,nominal_contact,combined_stress,5,84,0.4881,0.5243,0.4698,0.2641,0.0397,0.076,0.0553,0.2003,0.4778
minus_contact_mode_classifier,cable_routing,nominal_contact,combined_stress,6,84,0.5119,0.498,0.476,0.2608,0.0418,0.0913,0.0569,0.2003,0.4743
minus_contact_mode_classifier,cable_routing,impact_onset,combined_stress,0,84,0.5119,0.4752,0.4768,0.3076,0.0822,0.1091,0.054,0.2145,0.46
minus_contact_mode_classifier,cable_routing,impact_onset,combined_stress,1,84,0.5595,0.4722,0.465,0.3019,0.0727,0.107,0.0505,0.2145,0.4661
minus_contact_mode_classifier,cable_routing,impact_onset,combined_stress,2,84,0.369,0.4802,0.4739,0.3044,0.0733,0.1174,0.0532,0.2145,0.4691
minus_contact_mode_classifier,cable_routing,impact_onset,combined_stress,3,84,0.5238,0.4799,0.4837,0.3064,0.0776,0.1157,0.0644,0.2145,0.4631
minus_contact_mode_classifier,cable_routing,impact_onset,combined_stress,4,84,0.4405,0.4784,0.4782,0.3044,0.0694,0.1029,0.0542,0.2145,0.4554
minus_contact_mode_classifier,cable_routing,impact_onset,combined_stress,5,84,0.5119,0.469,0.4692,0.296,0.0714,0.116,0.0608,0.2145,0.4596
minus_contact_mode_classifier,cable_routing,impact_onset,combined_stress,6,84,0.381,0.4783,0.4736,0.3034,0.0722,0.1168,0.0561,0.2145,0.4679
minus_contact_mode_classifier,cable_routing,stick_slip_transition,combined_stress,0,84,0.4762,0.4633,0.4556,0.2972,0.0633,0.1039,0.0802,0.2132,0.4691
minus_contact_mode_classifier,cable_routing,stick_slip_transition,combined_stress,1,84,0.4762,0.484,0.4792,0.2959,0.0652,0.0978,0.0813,0.2132,0.4651
minus_contact_mode_classifier,cable_routing,stick_slip_transition,combined_stress,2,84,0.5119,0.4844,0.4848,0.3046,0.0684,0.1054,0.0808,0.2132,0.4608
minus_contact_mode_classifier,cable_routing,stick_slip_transition,combined_stress,3,84,0.4881,0.467,0.4549,0.3013,0.0672,0.1015,0.0814,0.2132,0.4624
minus_contact_mode_classifier,cable_routing,stick_slip_transition,combined_stress,4,84,0.5595,0.4663,0.4466,0.2966,0.0625,0.1047,0.0837,0.2132,0.4642
minus_contact_mode_classifier,cable_routing,stick_slip_transition,combined_stress,5,84,0.4762,0.4831,0.4672,0.2999,0.062,0.1056,0.0796,0.2132,0.4705
minus_contact_mode_classifier,cable_routing,stick_slip_transition,combined_stress,6,84,0.5476,0.48,0.467,0.2916,0.0629,0.1066,0.0815,0.2132,0.4504
minus_contact_mode_classifier,cable_routing,unilateral_lift_off,combined_stress,0,84,0.4762,0.478,0.4457,0.2738,0.0586,0.1029,0.0586,0.2104,0.471
minus_contact_mode_classifier,cable_routing,unilateral_lift_off,combined_stress,1,84,0.5238,0.4836,0.4844,0.2774,0.0636,0.0995,0.0599,0.2104,0.4685
minus_contact_mode_classifier,cable_routing,unilateral_lift_off,combined_stress,2,84,0.4048,0.4798,0.4621,0.282,0.0527,0.0948,0.0594,0.2104,0.4596
minus_contact_mode_classifier,cable_routing,unilateral_lift_off,combined_stress,3,84,0.5476,0.4882,0.4606,0.2845,0.06,0.0981,0.0686,0.2104,0.4592
minus_contact_mode_classifier,cable_routing,unilateral_lift_off,combined_stress,4,84,0.4881,0.4943,0.4653,0.2735,0.0635,0.1074,0.0596,0.2104,0.4667
minus_contact_mode_classifier,cable_routing,unilateral_lift_off,combined_stress,5,84,0.4762,0.4862,0.4826,0.2816,0.0589,0.0913,0.0612,0.2104,0.4619
minus_contact_mode_classifier,cable_routing,unilateral_lift_off,combined_stress,6,84,0.5119,0.4831,0.4683,0.2892,0.0599,0.0944,0.0599,0.2104,0.4738
minus_contact_mode_classifier,cable_routing,contact_jamming,combined_stress,0,84,0.5,0.4638,0.4505,0.2903,0.0597,0.14,0.0651,0.2159,0.4665
minus_contact_mode_classifier,cable_routing,contact_jamming,combined_stress,1,84,0.4524,0.4586,0.4722,0.293,0.0653,0.1479,0.0541,0.2159,0.4632
minus_contact_mode_classifier,cable_routing,contact_jamming,combined_stress,2,84,0.5,0.4456,0.4771,0.2805,0.0682,0.1395,0.0583,0.2159,0.4557
minus_contact_mode_classifier,cable_routing,contact_jamming,combined_stress,3,84,0.4048,0.4603,0.4731,0.2918,0.0734,0.1442,0.0691,0.2159,0.4667
minus_contact_mode_classifier,cable_routing,contact_jamming,combined_stress,4,84,0.4881,0.4625,0.4737,0.2946,0.0698,0.1496,0.0603,0.2159,0.4565
minus_contact_mode_classifier,cable_routing,contact_jamming,combined_stress,5,84,0.5,0.4649,0.4533,0.2883,0.0674,0.1346,0.0666,0.2159,0.4688
minus_contact_mode_classifier,cable_routing,contact_jamming,combined_stress,6,84,0.4286,0.4686,0.4759,0.2835,0.0674,0.1437,0.0654,0.2159,0.4575
minus_contact_mode_classifier,cable_routing,release_snap,combined_stress,0,84,0.369,0.4704,0.4716,0.3012,0.0752,0.1036,0.0582,0.2155,0.4603
minus_contact_mode_classifier,cable_routing,release_snap,combined_stress,1,84,0.5119,0.4756,0.4852,0.2958,0.0747,0.1153,0.072,0.2155,0.4653
minus_contact_mode_classifier,cable_routing,release_snap,combined_stress,2,84,0.4167,0.4703,0.4728,0.3071,0.0742,0.1085,0.0584,0.2155,0.4575
minus_contact_mode_classifier,cable_routing,release_snap,combined_stress,3,84,0.369,0.4742,0.452,0.2904,0.0665,0.0986,0.068,0.2155,0.4571
minus_contact_mode_classifier,cable_routing,release_snap,combined_stress,4,84,0.5238,0.4576,0.4735,0.2911,0.0737,0.1097,0.0726,0.2155,0.4863
minus_contact_mode_classifier,cable_routing,release_snap,combined_stress,5,84,0.5238,0.483,0.4711,0.3054,0.0809,0.1003,0.0563,0.2155,0.4677
minus_contact_mode_classifier,cable_routing,release_snap,combined_stress,6,84,0.4881,0.4645,0.4502,0.31,0.078,0.1173,0.0695,0.2155,0.4685
minus_contact_mode_classifier,cable_routing,combined_contact_shock,combined_stress,0,84,0.4881,0.4415,0.4739,0.3155,0.0768,0.149,0.0889,0.2178,0.4592
minus_contact_mode_classifier,cable_routing,combined_contact_shock,combined_stress,1,84,0.5,0.4363,0.4615,0.3213,0.0792,0.1425,0.0782,0.2178,0.4588
minus_contact_mode_classifier,cable_routing,combined_contact_shock,combined_stress,2,84,0.5,0.4371,0.4703,0.3094,0.0795,0.14,0.0814,0.2178,0.465
minus_contact_mode_classifier,cable_routing,combined_contact_shock,combined_stress,3,84,0.4286,0.4457,0.4618,0.3105,0.084,0.1388,0.0849,0.2178,0.4629
minus_contact_mode_classifier,cable_routing,combined_contact_shock,combined_stress,4,84,0.4048,0.4346,0.4684,0.3221,0.0757,0.1381,0.0791,0.2178,0.4548
minus_contact_mode_classifier,cable_routing,combined_contact_shock,combined_stress,5,84,0.4762,0.4455,0.4658,0.3217,0.0756,0.1391,0.0811,0.2178,0.4718
minus_contact_mode_classifier,cable_routing,combined_contact_shock,combined_stress,6,84,0.381,0.4377,0.4696,0.3203,0.0771,0.1428,0.0805,0.2178,0.4682
minus_contact_mode_classifier,tool_levering,nominal_contact,combined_stress,0,84,0.4167,0.5113,0.4661,0.2699,0.0418,0.0796,0.048,0.2003,0.461
minus_contact_mode_classifier,tool_levering,nominal_contact,combined_stress,1,84,0.4762,0.5175,0.4675,0.2625,0.0441,0.079,0.0589,0.2003,0.4668
minus_contact_mode_classifier,tool_levering,nominal_contact,combined_stress,2,84,0.4167,0.5142,0.4622,0.2546,0.035,0.0888,0.054,0.2003,0.4752
minus_contact_mode_classifier,tool_levering,nominal_contact,combined_stress,3,84,0.5,0.5093,0.4745,0.2562,0.049,0.0968,0.0571,0.2003,0.4653
minus_contact_mode_classifier,tool_levering,nominal_contact,combined_stress,4,84,0.5119,0.5299,0.4648,0.259,0.0324,0.079,0.0494,0.2003,0.4752
minus_contact_mode_classifier,tool_levering,nominal_contact,combined_stress,5,84,0.5357,0.517,0.4777,0.2547,0.0444,0.0892,0.059,0.2003,0.4688
minus_contact_mode_classifier,tool_levering,nominal_contact,combined_stress,6,84,0.4524,0.5106,0.4615,0.2629,0.0383,0.0864,0.0457,0.2003,0.465
minus_contact_mode_classifier,tool_levering,impact_onset,combined_stress,0,84,0.381,0.4684,0.486,0.3081,0.0832,0.1091,0.0599,0.2145,0.4618
minus_contact_mode_classifier,tool_levering,impact_onset,combined_stress,1,84,0.5119,0.4631,0.4599,0.3169,0.0937,0.1106,0.0566,0.2145,0.4714
minus_contact_mode_classifier,tool_levering,impact_onset,combined_stress,2,84,0.3929,0.4681,0.4679,0.3093,0.0872,0.114,0.0565,0.2145,0.4667
minus_contact_mode_classifier,tool_levering,impact_onset,combined_stress,3,84,0.4524,0.4748,0.467,0.3038,0.0913,0.1095,0.0495,0.2145,0.4725
minus_contact_mode_classifier,tool_levering,impact_onset,combined_stress,4,84,0.5119,0.4639,0.473,0.3089,0.0944,0.1092,0.0563,0.2145,0.4723
minus_contact_mode_classifier,tool_levering,impact_onset,combined_stress,5,84,0.5833,0.4638,0.4645,0.3099,0.0963,0.1129,0.0602,0.2145,0.4728
minus_contact_mode_classifier,tool_levering,impact_onset,combined_stress,6,84,0.4643,0.4554,0.473,0.3084,0.0902,0.1205,0.0592,0.2145,0.4717
minus_contact_mode_classifier,tool_levering,stick_slip_transition,combined_stress,0,84,0.5119,0.4918,0.4696,0.288,0.0692,0.1001,0.0739,0.2132,0.4501
minus_contact_mode_classifier,tool_levering,stick_slip_transition,combined_stress,1,84,0.4643,0.4713,0.4615,0.2888,0.0626,0.105,0.07,0.2132,0.468
minus_contact_mode_classifier,tool_levering,stick_slip_transition,combined_stress,2,84,0.4643,0.4744,0.4891,0.3068,0.0722,0.1072,0.065,0.2132,0.4662
minus_contact_mode_classifier,tool_levering,stick_slip_transition,combined_stress,3,84,0.4048,0.4774,0.4511,0.2935,0.0696,0.1114,0.0615,0.2132,0.4604
minus_contact_mode_classifier,tool_levering,stick_slip_transition,combined_stress,4,84,0.5357,0.4677,0.472,0.2957,0.074,0.1,0.0739,0.2132,0.4692
minus_contact_mode_classifier,tool_levering,stick_slip_transition,combined_stress,5,84,0.4167,0.4875,0.4691,0.2885,0.0695,0.1073,0.0718,0.2132,0.4713
minus_contact_mode_classifier,tool_levering,stick_slip_transition,combined_stress,6,84,0.4643,0.4738,0.4784,0.2975,0.0632,0.1054,0.0739,0.2132,0.473
minus_contact_mode_classifier,tool_levering,unilateral_lift_off,combined_stress,0,84,0.5238,0.4982,0.4658,0.2841,0.0649,0.0907,0.0526,0.2104,0.477
minus_contact_mode_classifier,tool_levering,unilateral_lift_off,combined_stress,1,84,0.4405,0.4949,0.479,0.2834,0.0694,0.0878,0.0477,0.2104,0.4664
minus_contact_mode_classifier,tool_levering,unilateral_lift_off,combined_stress,2,84,0.4643,0.483,0.484,0.2752,0.0693,0.0955,0.0573,0.2104,0.4607
minus_contact_mode_classifier,tool_levering,unilateral_lift_off,combined_stress,3,84,0.4167,0.4887,0.4626,0.2883,0.064,0.0965,0.062,0.2104,0.4714
minus_contact_mode_classifier,tool_levering,unilateral_lift_off,combined_stress,4,84,0.5595,0.4913,0.4667,0.2847,0.0645,0.0947,0.0538,0.2104,0.4715
minus_contact_mode_classifier,tool_levering,unilateral_lift_off,combined_stress,5,84,0.4762,0.4852,0.4788,0.2867,0.0738,0.0978,0.0558,0.2104,0.4558
minus_contact_mode_classifier,tool_levering,unilateral_lift_off,combined_stress,6,84,0.4643,0.4818,0.4662,0.2816,0.069,0.0975,0.056,0.2104,0.4506
minus_contact_mode_classifier,tool_levering,contact_jamming,combined_stress,0,84,0.5,0.4642,0.4711,0.2934,0.0761,0.1422,0.0606,0.2159,0.4803
minus_contact_mode_classifier,tool_levering,contact_jamming,combined_stress,1,84,0.4881,0.451,0.4766,0.302,0.0812,0.1297,0.0641,0.2159,0.4689
minus_contact_mode_classifier,tool_levering,contact_jamming,combined_stress,2,84,0.4524,0.4481,0.4508,0.2912,0.0766,0.1302,0.0588,0.2159,0.4622
minus_contact_mode_classifier,tool_levering,contact_jamming,combined_stress,3,84,0.4643,0.4681,0.4809,0.2924,0.073,0.1349,0.0597,0.2159,0.4645
minus_contact_mode_classifier,tool_levering,contact_jamming,combined_stress,4,84,0.5,0.464,0.4584,0.2952,0.0775,0.1348,0.059,0.2159,0.4712
minus_contact_mode_classifier,tool_levering,contact_jamming,combined_stress,5,84,0.5,0.4678,0.4818,0.2818,0.0735,0.1367,0.0537,0.2159,0.4614
minus_contact_mode_classifier,tool_levering,contact_jamming,combined_stress,6,84,0.4048,0.4537,0.4625,0.2956,0.0812,0.1403,0.0531,0.2159,0.4597
minus_contact_mode_classifier,tool_levering,release_snap,combined_stress,0,84,0.4524,0.4646,0.4646,0.2996,0.0832,0.1069,0.0593,0.2155,0.4601
minus_contact_mode_classifier,tool_levering,release_snap,combined_stress,1,84,0.3929,0.4582,0.4734,0.3042,0.0853,0.0997,0.0601,0.2155,0.4599
minus_contact_mode_classifier,tool_levering,release_snap,combined_stress,2,84,0.4524,0.4663,0.473,0.3177,0.0912,0.1093,0.0523,0.2155,0.4784
minus_contact_mode_classifier,tool_levering,release_snap,combined_stress,3,84,0.4405,0.4638,0.4716,0.3119,0.0879,0.11,0.0545,0.2155,0.463
minus_contact_mode_classifier,tool_levering,release_snap,combined_stress,4,84,0.4405,0.4718,0.4565,0.306,0.0895,0.108,0.0617,0.2155,0.4673
minus_contact_mode_classifier,tool_levering,release_snap,combined_stress,5,84,0.5476,0.4643,0.4771,0.3089,0.098,0.1108,0.0674,0.2155,0.4623
minus_contact_mode_classifier,tool_levering,release_snap,combined_stress,6,84,0.3095,0.4735,0.4782,0.3062,0.0852,0.1076,0.0661,0.2155,0.4635
minus_contact_mode_classifier,tool_levering,combined_contact_shock,combined_stress,0,84,0.4286,0.4427,0.465,0.3278,0.0995,0.1354,0.0674,0.2178,0.4596
minus_contact_mode_classifier,tool_levering,combined_contact_shock,combined_stress,1,84,0.4167,0.4438,0.4779,0.323,0.0875,0.1365,0.0603,0.2178,0.4721
minus_contact_mode_classifier,tool_levering,combined_contact_shock,combined_stress,2,84,0.4643,0.4368,0.4588,0.3199,0.0957,0.1355,0.0655,0.2178,0.4463
minus_contact_mode_classifier,tool_levering,combined_contact_shock,combined_stress,3,84,0.4048,0.4315,0.4724,0.3324,0.0927,0.1308,0.0707,0.2178,0.4631
minus_contact_mode_classifier,tool_levering,combined_contact_shock,combined_stress,4,84,0.4167,0.4252,0.4825,0.3184,0.0941,0.1355,0.0733,0.2178,0.4624
minus_contact_mode_classifier,tool_levering,combined_contact_shock,combined_stress,5,84,0.4643,0.4502,0.4797,0.3137,0.0962,0.133,0.0679,0.2178,0.4569
minus_contact_mode_classifier,tool_levering,combined_contact_shock,combined_stress,6,84,0.4405,0.4327,0.4605,0.3216,0.0928,0.1292,0.0696,0.2178,0.4683
minus_contact_mode_classifier,mobile_pushing,nominal_contact,combined_stress,0,84,0.4286,0.5253,0.4793,0.259,0.0454,0.0935,0.0578,0.2003,0.4727
minus_contact_mode_classifier,mobile_pushing,nominal_contact,combined_stress,1,84,0.4762,0.5252,0.4595,0.2439,0.0437,0.0813,0.0461,0.2003,0.469
minus_contact_mode_classifier,mobile_pushing,nominal_contact,combined_stress,2,84,0.5,0.5378,0.4864,0.2483,0.0338,0.0824,0.0582,0.2003,0.4566
minus_contact_mode_classifier,mobile_pushing,nominal_contact,combined_stress,3,84,0.5714,0.5407,0.4737,0.2513,0.0395,0.0831,0.0511,0.2003,0.454
minus_contact_mode_classifier,mobile_pushing,nominal_contact,combined_stress,4,84,0.5595,0.5265,0.4645,0.26,0.0362,0.08,0.058,0.2003,0.4631
minus_contact_mode_classifier,mobile_pushing,nominal_contact,combined_stress,5,84,0.5833,0.5264,0.474,0.2559,0.0412,0.0822,0.0547,0.2003,0.455
minus_contact_mode_classifier,mobile_pushing,nominal_contact,combined_stress,6,84,0.5,0.5296,0.4571,0.258,0.0445,0.0795,0.0544,0.2003,0.4679
minus_contact_mode_classifier,mobile_pushing,impact_onset,combined_stress,0,84,0.5238,0.5001,0.4767,0.2931,0.0863,0.103,0.0497,0.2145,0.4734
minus_contact_mode_classifier,mobile_pushing,impact_onset,combined_stress,1,84,0.4643,0.485,0.4725,0.2993,0.0759,0.0982,0.0603,0.2145,0.4752
minus_contact_mode_classifier,mobile_pushing,impact_onset,combined_stress,2,84,0.4286,0.4769,0.4833,0.2943,0.0783,0.1024,0.0553,0.2145,0.4693
minus_contact_mode_classifier,mobile_pushing,impact_onset,combined_stress,3,84,0.5119,0.4768,0.4732,0.2968,0.0863,0.0989,0.063,0.2145,0.4796
minus_contact_mode_classifier,mobile_pushing,impact_onset,combined_stress,4,84,0.3929,0.4823,0.4908,0.2956,0.0818,0.1094,0.062,0.2145,0.4691
minus_contact_mode_classifier,mobile_pushing,impact_onset,combined_stress,5,84,0.4286,0.4925,0.4586,0.2902,0.0834,0.0936,0.0548,0.2145,0.4755
minus_contact_mode_classifier,mobile_pushing,impact_onset,combined_stress,6,84,0.5714,0.4829,0.4665,0.291,0.0781,0.1036,0.0551,0.2145,0.4742
minus_contact_mode_classifier,mobile_pushing,stick_slip_transition,combined_stress,0,84,0.4762,0.4957,0.4718,0.2883,0.0678,0.0944,0.0889,0.2132,0.4507
minus_contact_mode_classifier,mobile_pushing,stick_slip_transition,combined_stress,1,84,0.4881,0.5038,0.4474,0.301,0.0615,0.0926,0.0825,0.2132,0.4817
minus_contact_mode_classifier,mobile_pushing,stick_slip_transition,combined_stress,2,84,0.5238,0.4911,0.4696,0.2991,0.0667,0.0906,0.0826,0.2132,0.4568
minus_contact_mode_classifier,mobile_pushing,stick_slip_transition,combined_stress,3,84,0.4762,0.4921,0.4576,0.2868,0.0678,0.0908,0.0835,0.2132,0.471
minus_contact_mode_classifier,mobile_pushing,stick_slip_transition,combined_stress,4,84,0.5119,0.4818,0.473,0.3039,0.0685,0.1021,0.0875,0.2132,0.4777
minus_contact_mode_classifier,mobile_pushing,stick_slip_transition,combined_stress,5,84,0.4405,0.4876,0.4582,0.2911,0.0626,0.0944,0.0843,0.2132,0.461
minus_contact_mode_classifier,mobile_pushing,stick_slip_transition,combined_stress,6,84,0.4286,0.497,0.4797,0.2935,0.0645,0.0947,0.0819,0.2132,0.4592
minus_contact_mode_classifier,mobile_pushing,unilateral_lift_off,combined_stress,0,84,0.5,0.5015,0.4718,0.2817,0.0671,0.098,0.0702,0.2104,0.4658
minus_contact_mode_classifier,mobile_pushing,unilateral_lift_off,combined_stress,1,84,0.5357,0.5081,0.4763,0.2694,0.0585,0.0916,0.0646,0.2104,0.4648
minus_contact_mode_classifier,mobile_pushing,unilateral_lift_off,combined_stress,2,84,0.381,0.4967,0.4716,0.279,0.0686,0.0794,0.0573,0.2104,0.4638
minus_contact_mode_classifier,mobile_pushing,unilateral_lift_off,combined_stress,3,84,0.4762,0.4995,0.495,0.2767,0.0585,0.0793,0.0682,0.2104,0.4663
minus_contact_mode_classifier,mobile_pushing,unilateral_lift_off,combined_stress,4,84,0.369,0.5061,0.4652,0.2915,0.0508,0.0816,0.0657,0.2104,0.4589
minus_contact_mode_classifier,mobile_pushing,unilateral_lift_off,combined_stress,5,84,0.4762,0.5068,0.4778,0.2683,0.0656,0.0903,0.0553,0.2104,0.4642
minus_contact_mode_classifier,mobile_pushing,unilateral_lift_off,combined_stress,6,84,0.4048,0.5045,0.482,0.2836,0.0648,0.0847,0.057,0.2104,0.4722
minus_contact_mode_classifier,mobile_pushing,contact_jamming,combined_stress,0,84,0.4167,0.4845,0.4631,0.2742,0.0716,0.1198,0.0729,0.2159,0.4762
minus_contact_mode_classifier,mobile_pushing,contact_jamming,combined_stress,1,84,0.5119,0.478,0.4412,0.275,0.0735,0.1156,0.0607,0.2159,0.4712
minus_contact_mode_classifier,mobile_pushing,contact_jamming,combined_stress,2,84,0.5119,0.4749,0.4884,0.2923,0.0692,0.1199,0.0648,0.2159,0.4515
minus_contact_mode_classifier,mobile_pushing,contact_jamming,combined_stress,3,84,0.4762,0.4805,0.4569,0.2793,0.0689,0.1324,0.0594,0.2159,0.4582
minus_contact_mode_classifier,mobile_pushing,contact_jamming,combined_stress,4,84,0.4524,0.4805,0.4663,0.2815,0.0764,0.1204,0.0631,0.2159,0.4713
minus_contact_mode_classifier,mobile_pushing,contact_jamming,combined_stress,5,84,0.4405,0.4764,0.4499,0.2851,0.073,0.1153,0.0641,0.2159,0.46
minus_contact_mode_classifier,mobile_pushing,contact_jamming,combined_stress,6,84,0.5595,0.4847,0.4738,0.2802,0.0653,0.1224,0.0707,0.2159,0.4583
minus_contact_mode_classifier,mobile_pushing,release_snap,combined_stress,0,84,0.4762,0.49,0.4667,0.304,0.0866,0.0975,0.0645,0.2155,0.4648
minus_contact_mode_classifier,mobile_pushing,release_snap,combined_stress,1,84,0.4405,0.4853,0.4722,0.3089,0.0866,0.095,0.066,0.2155,0.4598
minus_contact_mode_classifier,mobile_pushing,release_snap,combined_stress,2,84,0.5714,0.4968,0.4866,0.2934,0.0833,0.0966,0.0702,0.2155,0.4719
minus_contact_mode_classifier,mobile_pushing,release_snap,combined_stress,3,84,0.5238,0.4964,0.4632,0.2951,0.0774,0.0993,0.0634,0.2155,0.4724
minus_contact_mode_classifier,mobile_pushing,release_snap,combined_stress,4,84,0.4643,0.4886,0.4601,0.2926,0.0755,0.0888,0.0634,0.2155,0.4569
minus_contact_mode_classifier,mobile_pushing,release_snap,combined_stress,5,84,0.5595,0.4706,0.4656,0.2923,0.089,0.0909,0.0639,0.2155,0.4814
minus_contact_mode_classifier,mobile_pushing,release_snap,combined_stress,6,84,0.5,0.4838,0.4639,0.2972,0.081,0.0991,0.0666,0.2155,0.4625
minus_contact_mode_classifier,mobile_pushing,combined_contact_shock,combined_stress,0,84,0.4643,0.4549,0.4787,0.3102,0.0896,0.1176,0.0856,0.2178,0.4745
minus_contact_mode_classifier,mobile_pushing,combined_contact_shock,combined_stress,1,84,0.4881,0.4589,0.4845,0.3195,0.0874,0.1242,0.0868,0.2178,0.4561
minus_contact_mode_classifier,mobile_pushing,combined_contact_shock,combined_stress,2,84,0.4167,0.4507,0.4658,0.3297,0.0913,0.123,0.077,0.2178,0.4618
minus_contact_mode_classifier,mobile_pushing,combined_contact_shock,combined_stress,3,84,0.4762,0.4593,0.4732,0.3108,0.0831,0.1266,0.0708,0.2178,0.4651
minus_contact_mode_classifier,mobile_pushing,combined_contact_shock,combined_stress,4,84,0.4524,0.4603,0.4653,0.3176,0.0916,0.1316,0.0763,0.2178,0.4706
minus_contact_mode_classifier,mobile_pushing,combined_contact_shock,combined_stress,5,84,0.4286,0.4575,0.4696,0.3118,0.0861,0.1263,0.0816,0.2178,0.4669
minus_contact_mode_classifier,mobile_pushing,combined_contact_shock,combined_stress,6,84,0.5357,0.4583,0.4622,0.3216,0.0795,0.1169,0.079,0.2178,0.4797
minus_complementarity_residual,peg_insertion,nominal_contact,combined_stress,0,84,0.5833,0.5447,0.5198,0.2311,0.0423,0.0906,0.071,0.1906,0.4871
minus_complementarity_residual,peg_insertion,nominal_contact,combined_stress,1,84,0.4762,0.5335,0.5549,0.247,0.0397,0.0878,0.0763,0.1906,0.5009
minus_complementarity_residual,peg_insertion,nominal_contact,combined_stress,2,84,0.5238,0.5349,0.5491,0.2452,0.0403,0.0839,0.0805,0.1906,0.4758
