method,task,regime,split,groups,mean_success,ci95_success,mean_utility,ci95_utility,mean_contact_mode_f1,ci95_contact_mode_f1,mean_boundary_error,ci95_boundary_error,mean_complementarity_residual,ci95_complementarity_residual,mean_impulse_violation,ci95_impulse_violation,mean_unsafe_impulse,ci95_unsafe_impulse,mean_jam_rate,ci95_jam_rate,mean_slip_overshoot,ci95_slip_overshoot,mean_mode_switch_latency,ci95_mode_switch_latency,mean_recovery_success,ci95_recovery_success,mean_energy_spike,ci95_energy_spike,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_fixed_risk_coverage,ci95_fixed_risk_coverage,mean_regret_to_oracle,ci95_regret_to_oracle
proposed_contact_mode_boundary_atlas_v4,tool_levering,stick_slip_transition,heldout_mixed_non_smooth_stress,10,0.666667,0.128839,0.710366,0.128971,0.498889,0.005096,0.202267,0.003343,0.053465,0.001939,0.055326,0.001424,0.027357,0.002512,0.03687,0.002131,0.043864,0.002272,0.04773,0.002326,0.504641,0.006287,0.04565,0.002168,0.054073,0.00274,0.18393,0.001038,0.578179,0.000392,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,unilateral_lift_off,nominal,10,0.7,0.094927,0.759228,0.086818,0.54965,0.002936,0.187049,0.003231,0.037504,0.003415,0.044997,0.003083,0.015,0.003272,0.02474,0.002375,0.015608,0.002782,0.038554,0.002758,0.577099,0.003222,0.030339,0.00185,0.02953,0.001516,0.160086,0.001577,0.648653,0.00049,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,unilateral_lift_off,seen_contact_shift,10,0.683333,0.09045,0.741359,0.090467,0.53061,0.005284,0.191443,0.003827,0.042928,0.002358,0.052011,0.002345,0.017102,0.001872,0.027749,0.002407,0.022566,0.002543,0.042573,0.002285,0.551267,0.005697,0.036054,0.003279,0.037804,0.002679,0.168786,0.001369,0.623531,0.000507,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,unilateral_lift_off,unseen_geometry,10,0.5,0.194786,0.548609,0.189004,0.522292,0.00328,0.196333,0.004857,0.045867,0.001676,0.057556,0.002425,0.020724,0.002787,0.028256,0.001645,0.0238,0.002288,0.042045,0.003054,0.541841,0.004971,0.039082,0.001957,0.041572,0.002811,0.173201,0.001716,0.611072,0.000456,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,unilateral_lift_off,unseen_friction,10,0.8,0.126985,0.8314,0.112996,0.51771,0.003562,0.194356,0.004376,0.045212,0.002065,0.05492,0.001807,0.018749,0.002357,0.030035,0.001594,0.03331,0.002823,0.045066,0.003445,0.531429,0.003388,0.038511,0.002233,0.041543,0.001444,0.17759,0.001586,0.603405,0.000465,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,unilateral_lift_off,unseen_compliance,10,0.516667,0.123674,0.566811,0.123817,0.51593,0.004188,0.20109,0.004284,0.050917,0.002232,0.057837,0.001888,0.020874,0.002974,0.031835,0.002891,0.027811,0.002448,0.046877,0.001625,0.524175,0.003482,0.03896,0.002082,0.044336,0.001885,0.177558,0.001384,0.598111,0.000707,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,unilateral_lift_off,actuator_latency,10,0.6,0.099798,0.650166,0.09991,0.514946,0.003561,0.20006,0.0033,0.046633,0.002544,0.056245,0.002743,0.023176,0.002123,0.031614,0.002657,0.027085,0.002053,0.05028,0.002809,0.525872,0.005813,0.039926,0.003064,0.047093,0.002277,0.178866,0.000781,0.597948,0.000598,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,unilateral_lift_off,sensor_dropout,10,0.616667,0.138165,0.658585,0.132817,0.491924,0.003721,0.199768,0.002491,0.047713,0.002245,0.058928,0.002958,0.023562,0.00294,0.031212,0.003173,0.030081,0.002542,0.049177,0.002082,0.502344,0.00731,0.039065,0.001927,0.045079,0.001697,0.179961,0.001284,0.594679,0.000848,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,unilateral_lift_off,heldout_mixed_non_smooth_stress,10,0.666667,0.108889,0.705922,0.103309,0.496869,0.005691,0.201867,0.002583,0.053486,0.003284,0.06525,0.002884,0.02397,0.002458,0.033783,0.001919,0.036825,0.002311,0.051716,0.002008,0.502847,0.007431,0.044373,0.002797,0.05306,0.002725,0.185827,0.001897,0.579451,0.000452,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,contact_jamming,nominal,10,0.7,0.106689,0.757861,0.099602,0.546097,0.003141,0.188399,0.002837,0.039753,0.002171,0.042423,0.002729,0.016281,0.002328,0.031479,0.003135,0.017494,0.002721,0.035728,0.001775,0.574201,0.004157,0.034045,0.002518,0.028082,0.002466,0.16086,0.002218,0.647462,0.000506,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,contact_jamming,seen_contact_shift,10,0.666667,0.068867,0.723006,0.068806,0.530351,0.005427,0.19547,0.002285,0.045393,0.002355,0.050393,0.002036,0.021931,0.002012,0.038956,0.00284,0.022168,0.001592,0.039148,0.001898,0.549823,0.00436,0.037453,0.001731,0.037085,0.001229,0.170314,0.001536,0.621631,0.000383,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,contact_jamming,unseen_geometry,10,0.683333,0.113683,0.729995,0.107519,0.519507,0.003913,0.198863,0.003374,0.049778,0.002024,0.056698,0.001901,0.023218,0.002707,0.04398,0.001572,0.023453,0.002759,0.039862,0.001603,0.537418,0.002755,0.041392,0.002578,0.0407,0.003191,0.174992,0.001395,0.608888,0.000532,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,contact_jamming,unseen_friction,10,0.6,0.111045,0.649236,0.110706,0.510769,0.005218,0.198279,0.003358,0.048333,0.003174,0.05401,0.001847,0.025657,0.002345,0.04119,0.002285,0.037685,0.0032,0.042639,0.002547,0.528667,0.004836,0.045012,0.001702,0.045202,0.003444,0.175536,0.001852,0.600738,0.000816,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,contact_jamming,unseen_compliance,10,0.633333,0.160033,0.676359,0.155485,0.515191,0.004947,0.203866,0.003699,0.051708,0.00288,0.057028,0.002731,0.026071,0.001498,0.045691,0.001502,0.029631,0.002637,0.045029,0.003856,0.524934,0.006918,0.044522,0.001798,0.045859,0.003234,0.179426,0.002018,0.595846,0.000551,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,contact_jamming,actuator_latency,10,0.583333,0.13112,0.631865,0.131116,0.511983,0.003377,0.201701,0.003754,0.051261,0.002198,0.05641,0.002498,0.027045,0.001927,0.042165,0.003863,0.028794,0.001701,0.047351,0.003024,0.531459,0.003827,0.043826,0.003048,0.047131,0.002107,0.177331,0.003174,0.596511,0.000633,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,contact_jamming,sensor_dropout,10,0.533333,0.106689,0.578329,0.106793,0.491386,0.003692,0.198628,0.003516,0.051743,0.002499,0.055137,0.002819,0.025748,0.002123,0.044513,0.002249,0.031892,0.001385,0.04895,0.002853,0.502591,0.003846,0.044535,0.003327,0.047416,0.00222,0.179689,0.00184,0.592891,0.00046,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,contact_jamming,heldout_mixed_non_smooth_stress,10,0.6,0.099798,0.640859,0.099648,0.498414,0.0053,0.208197,0.002992,0.059935,0.002358,0.05994,0.002549,0.030423,0.002571,0.048505,0.002886,0.040488,0.002047,0.047729,0.00217,0.500678,0.003996,0.047986,0.0014,0.05557,0.002734,0.183622,0.001583,0.576588,0.000287,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,release_snap,nominal,10,0.633333,0.117277,0.69611,0.117238,0.549954,0.004563,0.19552,0.004413,0.045193,0.002349,0.052604,0.001849,0.017969,0.001954,0.0266,0.001712,0.014001,0.001349,0.039584,0.00313,0.573618,0.005471,0.03558,0.002415,0.026888,0.002061,0.161936,0.002376,0.647942,0.000503,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,release_snap,seen_contact_shift,10,0.75,0.087789,0.803903,0.088148,0.52692,0.006351,0.20181,0.003307,0.052485,0.002783,0.062488,0.002973,0.023168,0.002271,0.03108,0.001693,0.022408,0.002179,0.042325,0.002558,0.550952,0.004613,0.042764,0.00175,0.037151,0.002085,0.169334,0.002153,0.622281,0.000343,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,release_snap,unseen_geometry,10,0.7,0.167278,0.74379,0.163668,0.521199,0.005632,0.206904,0.003261,0.057111,0.003223,0.069039,0.002195,0.027003,0.002633,0.033987,0.001063,0.027082,0.001819,0.044429,0.002508,0.531996,0.004895,0.045503,0.002235,0.041646,0.001541,0.174553,0.001516,0.608704,0.000463,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,release_snap,unseen_friction,10,0.583333,0.13987,0.630411,0.14011,0.515981,0.001954,0.206326,0.002542,0.05538,0.001428,0.069896,0.003154,0.026881,0.003204,0.030852,0.002448,0.037403,0.002109,0.048821,0.001944,0.530827,0.005781,0.048428,0.002969,0.046393,0.00285,0.175461,0.002021,0.60174,0.000466,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,release_snap,unseen_compliance,10,0.583333,0.121741,0.628833,0.121849,0.510198,0.003864,0.210003,0.003226,0.057798,0.003349,0.072605,0.001733,0.026566,0.002392,0.035924,0.001305,0.030117,0.00205,0.047162,0.003364,0.528701,0.005135,0.049961,0.002843,0.046714,0.00223,0.179528,0.001502,0.596935,0.000526,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,release_snap,actuator_latency,10,0.683333,0.123674,0.719292,0.114014,0.512979,0.003666,0.211427,0.002013,0.060795,0.003614,0.06937,0.002497,0.032716,0.003494,0.03232,0.001668,0.028016,0.003171,0.054767,0.002035,0.52503,0.002882,0.048314,0.001755,0.046973,0.002674,0.176731,0.001472,0.596321,0.000366,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,release_snap,sensor_dropout,10,0.55,0.175915,0.591992,0.175795,0.494988,0.003993,0.209987,0.003722,0.059022,0.002376,0.070404,0.001829,0.029896,0.002771,0.034554,0.002885,0.030746,0.002233,0.05211,0.002257,0.498426,0.007261,0.048654,0.002625,0.04714,0.001203,0.179405,0.002034,0.593106,0.000677,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,release_snap,heldout_mixed_non_smooth_stress,10,0.566667,0.130667,0.599996,0.12549,0.489524,0.004601,0.218396,0.002778,0.064569,0.001992,0.076747,0.003668,0.035142,0.00271,0.038333,0.002446,0.038775,0.002319,0.056078,0.002821,0.502325,0.006637,0.052143,0.002673,0.055634,0.001359,0.186097,0.001954,0.577133,0.000854,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,compliant_fixture_shift,nominal,10,0.666667,0.14609,0.724182,0.140223,0.549199,0.004976,0.195762,0.003662,0.039504,0.002397,0.044317,0.002484,0.017511,0.002004,0.033064,0.002997,0.019161,0.002903,0.034224,0.00269,0.576681,0.003004,0.03364,0.002307,0.02774,0.001881,0.160693,0.001782,0.647135,0.000408,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,compliant_fixture_shift,seen_contact_shift,10,0.7,0.167278,0.744605,0.159164,0.527558,0.004815,0.198972,0.003199,0.044996,0.002152,0.053057,0.002312,0.020054,0.002121,0.040922,0.001826,0.022128,0.001914,0.03932,0.003115,0.55124,0.004246,0.040326,0.003383,0.038489,0.002258,0.169745,0.001599,0.621804,0.000504,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,compliant_fixture_shift,unseen_geometry,10,0.7,0.117277,0.746029,0.11214,0.523936,0.003909,0.205174,0.002601,0.048083,0.002229,0.058851,0.001616,0.022726,0.002686,0.043405,0.001471,0.027466,0.002578,0.041227,0.001923,0.534747,0.005573,0.041583,0.00301,0.041277,0.003308,0.174531,0.000896,0.608538,0.000481,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,compliant_fixture_shift,unseen_friction,10,0.683333,0.113683,0.727216,0.108417,0.512493,0.003779,0.204838,0.00261,0.047631,0.002821,0.058855,0.0021,0.022153,0.00198,0.039991,0.001763,0.039286,0.002561,0.043344,0.002774,0.53096,0.00493,0.043837,0.002765,0.045138,0.003375,0.177014,0.001235,0.601393,0.000483,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,compliant_fixture_shift,unseen_compliance,10,0.533333,0.117277,0.580527,0.117202,0.514891,0.006684,0.210725,0.001994,0.05154,0.002081,0.059592,0.002833,0.02628,0.002119,0.046392,0.002759,0.031687,0.003084,0.044106,0.002312,0.527231,0.00411,0.043315,0.001542,0.047209,0.003639,0.176666,0.001684,0.595718,0.000635,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,compliant_fixture_shift,actuator_latency,10,0.566667,0.155524,0.609128,0.150047,0.513543,0.003923,0.21021,0.003924,0.050223,0.002325,0.059646,0.002857,0.027381,0.00282,0.043203,0.001658,0.03038,0.002759,0.047499,0.002003,0.528296,0.004721,0.04249,0.003758,0.049082,0.001932,0.179524,0.001551,0.59604,0.000547,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,compliant_fixture_shift,sensor_dropout,10,0.533333,0.160033,0.573278,0.154457,0.49325,0.004144,0.207193,0.004106,0.049051,0.002852,0.060515,0.002975,0.025073,0.002051,0.042993,0.002843,0.030806,0.003033,0.049221,0.003913,0.503305,0.003962,0.04525,0.002629,0.048848,0.002842,0.179196,0.000881,0.593274,0.000721,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,compliant_fixture_shift,heldout_mixed_non_smooth_stress,10,0.6,0.139446,0.641264,0.139326,0.497485,0.003431,0.213541,0.002218,0.054773,0.002481,0.062324,0.00244,0.028003,0.002718,0.047953,0.002237,0.037202,0.001839,0.048847,0.002225,0.505078,0.004313,0.048143,0.00238,0.05239,0.002965,0.185757,0.002078,0.577533,0.000647,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,friction_cone_inversion,nominal,10,0.533333,0.094927,0.597628,0.094892,0.547173,0.003784,0.189134,0.002251,0.039923,0.002445,0.043791,0.002122,0.016907,0.00242,0.03173,0.002521,0.022793,0.002075,0.036074,0.001942,0.57942,0.003038,0.031539,0.002542,0.02827,0.001738,0.161237,0.001276,0.647233,0.000573,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,friction_cone_inversion,seen_contact_shift,10,0.633333,0.144457,0.690013,0.144066,0.530697,0.005031,0.194506,0.003978,0.046547,0.002029,0.049454,0.003165,0.020971,0.001915,0.035649,0.002148,0.027512,0.003356,0.039913,0.002506,0.553443,0.004963,0.037061,0.002918,0.03693,0.003327,0.169462,0.001697,0.621895,0.000537,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,friction_cone_inversion,unseen_geometry,10,0.55,0.109432,0.601585,0.109434,0.516458,0.005596,0.198306,0.002958,0.05091,0.002028,0.054277,0.00168,0.024032,0.002398,0.035908,0.002631,0.031465,0.002364,0.042901,0.003067,0.536883,0.005072,0.040055,0.004137,0.042859,0.00182,0.174044,0.002133,0.6089,0.000303,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,friction_cone_inversion,unseen_friction,10,0.683333,0.113683,0.727755,0.108272,0.514541,0.003455,0.195658,0.004267,0.049531,0.003605,0.054504,0.002128,0.024567,0.002913,0.035615,0.00257,0.047013,0.002954,0.044611,0.002404,0.528556,0.004394,0.043365,0.00292,0.044548,0.001904,0.17773,0.001311,0.600706,0.000719,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,friction_cone_inversion,unseen_compliance,10,0.783333,0.138165,0.817659,0.128948,0.512195,0.003314,0.202767,0.004502,0.05193,0.002914,0.053228,0.001661,0.022682,0.002934,0.040831,0.00169,0.035603,0.003104,0.043228,0.001202,0.525453,0.006383,0.043183,0.002124,0.047656,0.001698,0.178307,0.001873,0.596394,0.000619,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,friction_cone_inversion,actuator_latency,10,0.616667,0.098,0.665085,0.098072,0.515265,0.004257,0.199936,0.002619,0.051605,0.002803,0.055135,0.002231,0.028324,0.002723,0.037918,0.00134,0.034275,0.002912,0.048378,0.002267,0.526921,0.004028,0.043457,0.002479,0.046508,0.002533,0.180564,0.002299,0.596033,0.000484,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,friction_cone_inversion,sensor_dropout,10,0.5,0.161508,0.544731,0.161722,0.491795,0.004925,0.200712,0.002676,0.0528,0.00256,0.054565,0.002753,0.027434,0.002558,0.038803,0.002414,0.035181,0.00216,0.050001,0.002438,0.502489,0.004429,0.043998,0.002297,0.048729,0.002109,0.179608,0.002198,0.59294,0.000521,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,friction_cone_inversion,heldout_mixed_non_smooth_stress,10,0.633333,0.094927,0.674513,0.095206,0.496858,0.005267,0.208606,0.00326,0.054309,0.002495,0.061164,0.001895,0.028362,0.001847,0.041898,0.002329,0.049897,0.002047,0.050195,0.003676,0.502643,0.004337,0.047338,0.001817,0.054816,0.001991,0.183468,0.002048,0.576923,0.000319,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,actuator_backlash,nominal,10,0.616667,0.119778,0.671841,0.111811,0.550339,0.004774,0.201723,0.002504,0.04083,0.003099,0.04833,0.003522,0.023074,0.00231,0.032176,0.001795,0.019648,0.002845,0.051288,0.003005,0.57956,0.004971,0.035632,0.002343,0.028782,0.001434,0.161236,0.001292,0.646523,0.000633,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,actuator_backlash,seen_contact_shift,10,0.583333,0.13112,0.630453,0.124131,0.528292,0.003214,0.208454,0.00344,0.050228,0.002511,0.05465,0.002923,0.030796,0.001354,0.034784,0.002382,0.024139,0.003129,0.056208,0.002582,0.548675,0.004739,0.039186,0.002728,0.039956,0.002142,0.170176,0.002815,0.620491,0.000347,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,actuator_backlash,unseen_geometry,10,0.566667,0.111045,0.614243,0.11144,0.518621,0.00315,0.214774,0.003619,0.054539,0.003374,0.062364,0.001873,0.032488,0.002024,0.038011,0.001584,0.024834,0.001879,0.06175,0.002155,0.537295,0.005278,0.043044,0.002426,0.041383,0.003554,0.173471,0.001646,0.607977,0.000459,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,actuator_backlash,unseen_friction,10,0.65,0.123674,0.691329,0.118183,0.513834,0.002032,0.213983,0.004208,0.054201,0.001842,0.061464,0.002468,0.031584,0.002624,0.038347,0.001936,0.035258,0.004082,0.062002,0.0038,0.531025,0.003981,0.042728,0.002422,0.046078,0.002584,0.175687,0.00225,0.600469,0.000627,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,actuator_backlash,unseen_compliance,10,0.483333,0.132916,0.527149,0.132726,0.509782,0.003586,0.220574,0.003084,0.054254,0.002202,0.063096,0.00182,0.036025,0.001705,0.039351,0.001846,0.029817,0.0022,0.06379,0.003219,0.525804,0.003567,0.042847,0.002995,0.047329,0.002111,0.177685,0.001656,0.595024,0.000274,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,actuator_backlash,actuator_latency,10,0.6,0.139446,0.642606,0.139629,0.515365,0.004033,0.224603,0.003191,0.05884,0.003288,0.06184,0.003612,0.041232,0.002726,0.036943,0.003455,0.030787,0.002384,0.077542,0.001532,0.528745,0.003263,0.041644,0.001774,0.047507,0.002897,0.179539,0.001935,0.594583,0.000325,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,actuator_backlash,sensor_dropout,10,0.616667,0.109432,0.656977,0.109473,0.49149,0.004759,0.21806,0.002602,0.054516,0.002602,0.065005,0.003769,0.036326,0.003097,0.037454,0.002003,0.030191,0.002124,0.071989,0.003287,0.503496,0.006415,0.045721,0.001496,0.048954,0.002426,0.179975,0.001766,0.5922,0.000584,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,actuator_backlash,heldout_mixed_non_smooth_stress,10,0.55,0.154377,0.582461,0.14974,0.499453,0.004097,0.228718,0.003595,0.061226,0.002349,0.068499,0.001992,0.039378,0.002355,0.043577,0.002988,0.040931,0.002575,0.076503,0.001746,0.503843,0.006944,0.04763,0.002462,0.056333,0.001784,0.185355,0.00203,0.575892,0.000802,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,mixed_non_smooth_shock,nominal,10,0.633333,0.126985,0.691865,0.127215,0.547301,0.003107,0.209443,0.003484,0.045136,0.002459,0.055387,0.001892,0.025182,0.001472,0.040143,0.002373,0.020765,0.002654,0.050687,0.002338,0.577228,0.00568,0.036639,0.002931,0.02768,0.00323,0.161024,0.001544,0.645181,0.000446,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,mixed_non_smooth_shock,seen_contact_shift,10,0.483333,0.123674,0.533155,0.123457,0.52981,0.005996,0.213089,0.003394,0.05549,0.001663,0.064282,0.003364,0.031014,0.001894,0.044365,0.001924,0.028603,0.002022,0.054502,0.002698,0.552158,0.006327,0.044864,0.001527,0.038428,0.002907,0.169268,0.001812,0.619353,0.000423,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,mixed_non_smooth_shock,unseen_geometry,10,0.5,0.14609,0.543805,0.14638,0.516092,0.002465,0.22248,0.002263,0.063469,0.001999,0.072195,0.003011,0.033867,0.002384,0.051119,0.002538,0.029617,0.002216,0.056557,0.002692,0.539524,0.004219,0.049285,0.002215,0.041405,0.002812,0.173829,0.001617,0.60621,0.000424,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,mixed_non_smooth_shock,unseen_friction,10,0.55,0.109432,0.592559,0.109275,0.516169,0.003196,0.221377,0.003841,0.06142,0.003042,0.070316,0.002987,0.033345,0.002267,0.047883,0.002192,0.045375,0.003039,0.056051,0.002932,0.534939,0.006526,0.050762,0.002203,0.045403,0.002478,0.177605,0.001462,0.598676,0.000698,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,mixed_non_smooth_shock,unseen_compliance,10,0.633333,0.106689,0.673657,0.106584,0.514128,0.007059,0.22735,0.002976,0.061493,0.002023,0.075304,0.001582,0.036014,0.003065,0.05254,0.001817,0.034978,0.001791,0.059359,0.002343,0.527882,0.005513,0.053559,0.003972,0.048156,0.002617,0.178551,0.00258,0.593419,0.00065,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,mixed_non_smooth_shock,actuator_latency,10,0.516667,0.157419,0.551262,0.152359,0.512668,0.004918,0.232048,0.00301,0.062047,0.003009,0.076036,0.002309,0.041828,0.003509,0.047732,0.00287,0.032442,0.002824,0.07504,0.002896,0.525152,0.004428,0.051056,0.002896,0.049018,0.002847,0.178528,0.001962,0.593066,0.00077,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,mixed_non_smooth_shock,sensor_dropout,10,0.666667,0.108889,0.699563,0.104497,0.493582,0.004107,0.227949,0.002979,0.064689,0.00315,0.074118,0.00254,0.038181,0.002416,0.048247,0.002292,0.036086,0.003317,0.068023,0.002601,0.502564,0.004213,0.050541,0.002541,0.051416,0.002642,0.180171,0.001158,0.590315,0.000471,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,tool_levering,mixed_non_smooth_shock,heldout_mixed_non_smooth_stress,10,0.616667,0.119778,0.648084,0.119943,0.498644,0.00591,0.239293,0.002499,0.070599,0.002188,0.083119,0.002769,0.044511,0.003794,0.055795,0.002504,0.04543,0.002509,0.070704,0.002169,0.503296,0.003049,0.054804,0.002541,0.053681,0.002051,0.185542,0.001672,0.573507,0.000566,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,mobile_pushing,nominal_contact,nominal,10,0.616667,0.085045,0.687965,0.085188,0.547241,0.004479,0.174223,0.003128,0.030596,0.001949,0.029332,0.002722,0.004602,0.002133,0.016829,0.002649,0.014208,0.003156,0.032755,0.002323,0.573609,0.007174,0.017,0.002317,0.025398,0.001991,0.160536,0.002468,0.650907,0.000595,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,mobile_pushing,nominal_contact,seen_contact_shift,10,0.75,0.100391,0.802237,0.087004,0.528944,0.004221,0.176767,0.002769,0.03265,0.002333,0.029738,0.001625,0.003242,0.001598,0.022795,0.002209,0.021475,0.002639,0.033278,0.002205,0.54819,0.003181,0.018189,0.002951,0.034836,0.001994,0.168254,0.000813,0.626008,0.000586,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,mobile_pushing,nominal_contact,unseen_geometry,10,0.7,0.117277,0.756732,0.111009,0.526316,0.004114,0.178076,0.002342,0.033104,0.001957,0.029588,0.002874,0.005875,0.002077,0.022342,0.002496,0.025183,0.002027,0.03355,0.00169,0.538091,0.003736,0.017774,0.001838,0.040441,0.002786,0.174373,0.001242,0.613555,0.000374,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,mobile_pushing,nominal_contact,unseen_friction,10,0.616667,0.119778,0.671418,0.112177,0.51709,0.004591,0.179105,0.002272,0.034396,0.002733,0.029382,0.001958,0.005167,0.0031,0.022611,0.002107,0.032194,0.00217,0.034344,0.002284,0.532228,0.004649,0.015588,0.00256,0.042319,0.0025,0.176519,0.001561,0.606322,0.000439,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,mobile_pushing,nominal_contact,unseen_compliance,10,0.55,0.119778,0.609713,0.119516,0.511767,0.003541,0.18186,0.001499,0.034662,0.003045,0.029695,0.002895,0.004714,0.002658,0.023166,0.002541,0.026245,0.001315,0.03513,0.001165,0.525479,0.00515,0.016119,0.002257,0.043443,0.003241,0.178899,0.002245,0.601605,0.000516,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,mobile_pushing,nominal_contact,actuator_latency,10,0.633333,0.126985,0.687127,0.119661,0.513617,0.003172,0.179809,0.002497,0.033898,0.002648,0.030545,0.002802,0.006756,0.001932,0.023245,0.002133,0.026022,0.002463,0.03326,0.002618,0.523205,0.00581,0.016814,0.001591,0.04384,0.002922,0.178916,0.001688,0.601173,0.000463,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,mobile_pushing,nominal_contact,sensor_dropout,10,0.683333,0.123674,0.734095,0.117602,0.493954,0.004495,0.177342,0.001485,0.035624,0.002125,0.031894,0.002947,0.006083,0.002803,0.023858,0.003102,0.028869,0.002686,0.039845,0.001511,0.502699,0.005824,0.016152,0.001482,0.046021,0.002903,0.179348,0.002189,0.598154,0.000698,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,mobile_pushing,nominal_contact,heldout_mixed_non_smooth_stress,10,0.516667,0.149697,0.565091,0.142581,0.495311,0.004757,0.183074,0.004313,0.037642,0.002591,0.031635,0.002433,0.007325,0.002328,0.023261,0.002179,0.036571,0.002438,0.035776,0.00206,0.497619,0.007016,0.01842,0.002686,0.052105,0.0026,0.186779,0.002266,0.582707,0.00057,0.0,0.0
proposed_contact_mode_boundary_atlas_v4,mobile_pushing,impact_onset,nominal,10,0.65,0.102726,0.708208,0.093554,0.548416,0.004301,0.190731,0.003323,0.043643,0.00219,0.040541,0.003412,0.015679,0.003553,0.027768,0.002615,0.014514,0.003384,0.039261,0.002113,0.575047,0.003859,0.031379,0.001975,0.028292,0.002145,0.160311,0.002224,0.648213,0.000788,0.0,0.0
