method,task,regime,split,groups,mean_success,ci95_success,mean_utility,ci95_utility,mean_contact_mode_f1,ci95_contact_mode_f1,mean_boundary_error,ci95_boundary_error,mean_complementarity_residual,ci95_complementarity_residual,mean_impulse_violation,ci95_impulse_violation,mean_unsafe_impulse,ci95_unsafe_impulse,mean_jam_rate,ci95_jam_rate,mean_slip_overshoot,ci95_slip_overshoot,mean_mode_switch_latency,ci95_mode_switch_latency,mean_recovery_success,ci95_recovery_success,mean_energy_spike,ci95_energy_spike,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_fixed_risk_coverage,ci95_fixed_risk_coverage,mean_regret_to_oracle,ci95_regret_to_oracle
diffusion_policy_surrogate,deformable_press_fit,nominal_contact,actuator_latency,10,0.6,0.139446,0.596859,0.139254,0.266457,0.003446,0.243629,0.002873,0.079717,0.002239,0.041344,0.002249,0.023707,0.002772,0.047364,0.002291,0.066226,0.00262,0.048968,0.002451,0.260813,0.005664,0.037372,0.003309,0.094917,0.002412,0.144027,0.001572,0.385258,0.000708,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,nominal_contact,sensor_dropout,10,0.516667,0.132916,0.509276,0.132728,0.24462,0.005887,0.243176,0.002706,0.078395,0.002742,0.043393,0.003278,0.021777,0.002437,0.048464,0.002967,0.071549,0.002419,0.060076,0.002412,0.235922,0.004938,0.03743,0.002371,0.09507,0.002301,0.146573,0.001656,0.381918,0.000922,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,nominal_contact,heldout_mixed_non_smooth_stress,10,0.483333,0.113683,0.47093,0.11387,0.251486,0.003221,0.253114,0.003271,0.086402,0.003411,0.047765,0.001516,0.02365,0.001883,0.053725,0.002782,0.095575,0.001916,0.055438,0.002629,0.236675,0.006043,0.040739,0.00295,0.110126,0.003094,0.154312,0.001988,0.364835,0.000531,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,impact_onset,nominal,10,0.6,0.121254,0.596323,0.121103,0.302713,0.003419,0.276338,0.003455,0.09903,0.002207,0.077436,0.002329,0.047596,0.00228,0.058916,0.002338,0.034362,0.003181,0.053729,0.002464,0.311124,0.003521,0.067613,0.002618,0.055253,0.00234,0.127569,0.002295,0.430887,0.000699,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,impact_onset,seen_contact_shift,10,0.466667,0.136002,0.448177,0.135649,0.282795,0.006423,0.296326,0.003575,0.125987,0.004117,0.097293,0.003074,0.054577,0.002392,0.068442,0.003044,0.053752,0.002385,0.060022,0.00302,0.286368,0.007108,0.080161,0.004051,0.078953,0.002174,0.135258,0.001356,0.403451,0.000498,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,impact_onset,unseen_geometry,10,0.516667,0.141556,0.488276,0.141505,0.272267,0.004459,0.311211,0.002455,0.142656,0.002178,0.119747,0.001332,0.061637,0.002581,0.074039,0.002697,0.060062,0.001648,0.067363,0.002867,0.272108,0.003605,0.08724,0.002875,0.089086,0.002031,0.1418,0.001704,0.389272,0.000384,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,impact_onset,unseen_friction,10,0.516667,0.076222,0.485021,0.076833,0.263442,0.004174,0.305259,0.003459,0.14226,0.001378,0.109558,0.002502,0.063803,0.002606,0.073877,0.002499,0.096699,0.00291,0.069858,0.002993,0.261906,0.004854,0.090886,0.002811,0.094756,0.003097,0.142229,0.001654,0.37902,0.000577,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,impact_onset,unseen_compliance,10,0.45,0.129298,0.417345,0.12939,0.271331,0.004178,0.313817,0.002743,0.146801,0.00214,0.116674,0.001705,0.065097,0.003029,0.079211,0.002077,0.071936,0.002851,0.073341,0.001873,0.261998,0.006599,0.09363,0.003208,0.100629,0.003713,0.14431,0.001446,0.375479,0.00057,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,impact_onset,actuator_latency,10,0.616667,0.154377,0.583232,0.154231,0.273148,0.003395,0.31538,0.004248,0.146565,0.002164,0.115702,0.001851,0.070373,0.002425,0.074388,0.002039,0.070353,0.002951,0.08034,0.002249,0.260496,0.008947,0.095592,0.001383,0.104291,0.001493,0.145032,0.002814,0.375207,0.000928,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,impact_onset,sensor_dropout,10,0.433333,0.16297,0.395873,0.162742,0.247113,0.00325,0.314545,0.003139,0.148796,0.002738,0.119252,0.002516,0.06756,0.002534,0.077314,0.002508,0.073175,0.003416,0.084009,0.002927,0.236141,0.005631,0.092109,0.002438,0.10215,0.003182,0.14603,0.001403,0.372049,0.00047,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,impact_onset,heldout_mixed_non_smooth_stress,10,0.483333,0.123674,0.435766,0.12357,0.251381,0.00515,0.334615,0.003458,0.168128,0.002384,0.136099,0.002736,0.078658,0.003372,0.083871,0.001698,0.100151,0.002592,0.085841,0.003415,0.235819,0.005469,0.102186,0.00284,0.116097,0.003504,0.153719,0.001714,0.353151,0.000563,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,stick_slip_transition,nominal,10,0.6,0.155524,0.600026,0.155405,0.300331,0.003217,0.259002,0.002395,0.076273,0.002298,0.05828,0.001949,0.042204,0.00157,0.05918,0.003331,0.064827,0.002469,0.048466,0.002473,0.309198,0.005665,0.065794,0.002546,0.054441,0.00183,0.127624,0.002257,0.429117,0.000439,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,stick_slip_transition,seen_contact_shift,10,0.55,0.085045,0.536836,0.085536,0.288811,0.004129,0.275284,0.002461,0.092682,0.002643,0.072533,0.001557,0.051655,0.004105,0.069951,0.003091,0.091139,0.002254,0.057593,0.002835,0.286209,0.005922,0.077422,0.001554,0.077301,0.002127,0.137137,0.001579,0.400738,0.000712,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,stick_slip_transition,unseen_geometry,10,0.45,0.109432,0.430006,0.109765,0.27755,0.004704,0.281441,0.002271,0.102473,0.002003,0.081978,0.00272,0.054101,0.001782,0.079148,0.003293,0.096118,0.002315,0.060104,0.002616,0.26814,0.006288,0.082009,0.003075,0.086349,0.00404,0.141115,0.00227,0.386769,0.000603,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,stick_slip_transition,unseen_friction,10,0.45,0.138165,0.424532,0.138435,0.268173,0.004605,0.282157,0.002561,0.10453,0.001787,0.08193,0.003116,0.057006,0.002156,0.074278,0.002525,0.149449,0.0033,0.061793,0.00222,0.263473,0.006142,0.084895,0.00252,0.092153,0.002584,0.143689,0.001685,0.375874,0.000642,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,stick_slip_transition,unseen_compliance,10,0.4,0.130667,0.372391,0.130227,0.2674,0.005323,0.292095,0.003784,0.113245,0.004454,0.084675,0.002161,0.058127,0.002025,0.083475,0.002927,0.115029,0.003511,0.06679,0.003596,0.25593,0.003797,0.089248,0.002083,0.099796,0.002958,0.14703,0.001941,0.372287,0.000424,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,stick_slip_transition,actuator_latency,10,0.366667,0.136002,0.342125,0.133036,0.267103,0.006884,0.288696,0.002574,0.110575,0.001502,0.082873,0.003551,0.064433,0.003219,0.0763,0.003316,0.113311,0.001994,0.07445,0.003173,0.257008,0.006176,0.087829,0.001837,0.098139,0.002471,0.146354,0.001906,0.372261,0.000698,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,stick_slip_transition,sensor_dropout,10,0.516667,0.123674,0.486706,0.12394,0.249142,0.005059,0.285797,0.001985,0.110499,0.003237,0.084709,0.002381,0.06049,0.003178,0.078039,0.002343,0.11846,0.002316,0.078546,0.001804,0.242041,0.003011,0.089367,0.001867,0.101439,0.001937,0.147398,0.001459,0.369768,0.000575,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,stick_slip_transition,heldout_mixed_non_smooth_stress,10,0.5,0.108889,0.461409,0.10899,0.251306,0.004884,0.300715,0.003901,0.122715,0.003541,0.094194,0.002653,0.06483,0.00222,0.08702,0.002123,0.155316,0.002564,0.078495,0.002049,0.237175,0.006272,0.097864,0.001951,0.115777,0.002122,0.151052,0.001565,0.350579,0.000492,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,unilateral_lift_off,nominal,10,0.533333,0.106689,0.533926,0.1067,0.301606,0.003882,0.262975,0.002274,0.074645,0.001634,0.073866,0.002875,0.04426,0.002726,0.052337,0.001913,0.039662,0.002395,0.052835,0.003078,0.314852,0.003006,0.064429,0.001904,0.05676,0.002537,0.126875,0.002174,0.431845,0.000561,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,unilateral_lift_off,seen_contact_shift,10,0.583333,0.100391,0.570525,0.099867,0.288245,0.004927,0.276219,0.002455,0.095338,0.003052,0.089104,0.002323,0.049979,0.003428,0.060445,0.00258,0.062167,0.002363,0.062671,0.001915,0.2849,0.005314,0.078897,0.001948,0.077173,0.002095,0.138422,0.001149,0.404179,0.00064,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,unilateral_lift_off,unseen_geometry,10,0.5,0.108889,0.479567,0.109196,0.278939,0.003633,0.289974,0.002727,0.102962,0.001979,0.103456,0.003213,0.051898,0.003191,0.068526,0.002425,0.06806,0.001785,0.064065,0.002581,0.270197,0.003728,0.087155,0.003535,0.089742,0.001934,0.141756,0.002292,0.39053,0.000577,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,unilateral_lift_off,unseen_friction,10,0.516667,0.102726,0.493082,0.102914,0.268873,0.004805,0.283485,0.002572,0.103289,0.002894,0.096575,0.003105,0.054762,0.002439,0.06488,0.003624,0.105259,0.001728,0.067991,0.002626,0.264468,0.006559,0.087277,0.001975,0.091984,0.00349,0.146734,0.000877,0.380745,0.000688,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,unilateral_lift_off,unseen_compliance,10,0.366667,0.094927,0.340225,0.094921,0.263938,0.004345,0.296146,0.003392,0.106275,0.001984,0.103338,0.001661,0.056374,0.002484,0.071328,0.001107,0.080763,0.004405,0.069192,0.002616,0.255828,0.005013,0.091709,0.002644,0.099884,0.001829,0.147292,0.002029,0.3765,0.000779,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,unilateral_lift_off,actuator_latency,10,0.6,0.147704,0.57408,0.147516,0.268471,0.003304,0.294218,0.003049,0.108507,0.002126,0.101001,0.003148,0.06009,0.002402,0.068454,0.002021,0.079375,0.002216,0.079237,0.002837,0.260266,0.00478,0.088972,0.002653,0.098074,0.003127,0.144576,0.001868,0.376607,0.000656,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,unilateral_lift_off,sensor_dropout,10,0.416667,0.087789,0.38765,0.088185,0.246928,0.003558,0.291917,0.004478,0.108816,0.001566,0.102459,0.00274,0.056268,0.002546,0.067993,0.002696,0.081164,0.001548,0.083061,0.002125,0.239531,0.003383,0.0909,0.00238,0.099819,0.001804,0.146372,0.002991,0.374239,0.000467,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,unilateral_lift_off,heldout_mixed_non_smooth_stress,10,0.5,0.097393,0.461911,0.09702,0.250536,0.006065,0.305023,0.003641,0.11874,0.001493,0.118616,0.003608,0.065836,0.002155,0.079341,0.003794,0.112928,0.002702,0.082689,0.002674,0.238614,0.006231,0.099039,0.002408,0.116289,0.002019,0.152845,0.001405,0.354673,0.000706,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,contact_jamming,nominal,10,0.616667,0.154377,0.613556,0.154743,0.30313,0.004424,0.268085,0.003188,0.083851,0.000884,0.066518,0.001742,0.045165,0.002688,0.08556,0.002403,0.042742,0.001703,0.049501,0.003353,0.309364,0.005613,0.073847,0.002015,0.054702,0.002656,0.129346,0.001272,0.427812,0.000315,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,contact_jamming,seen_contact_shift,10,0.55,0.119778,0.53298,0.119739,0.28574,0.004495,0.283971,0.001666,0.099417,0.003206,0.081993,0.002608,0.056884,0.001985,0.099635,0.003472,0.066522,0.002296,0.05678,0.002514,0.285153,0.00479,0.084668,0.001669,0.077848,0.001957,0.136622,0.001683,0.398891,0.000585,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,contact_jamming,unseen_geometry,10,0.5,0.119282,0.474148,0.119203,0.274002,0.005274,0.29508,0.002474,0.112553,0.001394,0.095735,0.001759,0.059727,0.003033,0.118894,0.002705,0.073099,0.002273,0.061177,0.002081,0.273212,0.002778,0.093024,0.002366,0.08828,0.002166,0.141499,0.001797,0.384096,0.00066,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,contact_jamming,unseen_friction,10,0.433333,0.147704,0.403902,0.147447,0.267816,0.002655,0.29247,0.002551,0.114794,0.001935,0.091961,0.003404,0.062948,0.003077,0.10375,0.001676,0.111359,0.00315,0.062352,0.001837,0.261838,0.007622,0.097449,0.003409,0.096694,0.003085,0.144359,0.001818,0.374984,0.000792,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,contact_jamming,unseen_compliance,10,0.433333,0.147704,0.402273,0.147718,0.2667,0.00273,0.302556,0.003499,0.117989,0.003149,0.095883,0.001816,0.064419,0.001899,0.115522,0.001632,0.084817,0.002532,0.06344,0.002471,0.257755,0.003244,0.097318,0.002087,0.100447,0.001977,0.145748,0.00194,0.370665,0.00037,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,contact_jamming,actuator_latency,10,0.566667,0.087111,0.535348,0.087125,0.266141,0.003229,0.301596,0.003625,0.120414,0.002749,0.094779,0.002788,0.068047,0.002427,0.107502,0.002059,0.084348,0.002903,0.073859,0.002386,0.261196,0.003797,0.098858,0.002227,0.099781,0.001639,0.146107,0.002169,0.371167,0.000683,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,contact_jamming,sensor_dropout,10,0.483333,0.113683,0.448585,0.113813,0.248025,0.004208,0.296574,0.002262,0.120147,0.001856,0.09793,0.002102,0.067874,0.002135,0.111019,0.002532,0.086269,0.002892,0.078901,0.00205,0.236949,0.004143,0.100128,0.003374,0.099331,0.002555,0.145922,0.001622,0.367632,0.000492,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,contact_jamming,heldout_mixed_non_smooth_stress,10,0.433333,0.087111,0.389625,0.087087,0.251541,0.004104,0.317579,0.003335,0.131556,0.003082,0.10841,0.002803,0.073754,0.00196,0.127573,0.001944,0.1163,0.002384,0.076721,0.002505,0.23996,0.004017,0.108661,0.001953,0.116409,0.002422,0.151956,0.002062,0.348473,0.000321,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,release_snap,nominal,10,0.633333,0.094927,0.627428,0.09516,0.299547,0.004218,0.275979,0.002043,0.092789,0.001985,0.09203,0.00256,0.048324,0.002266,0.058172,0.002171,0.045233,0.003271,0.0534,0.00268,0.316088,0.005081,0.08143,0.002823,0.055345,0.003492,0.129079,0.001805,0.430281,0.000628,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,release_snap,seen_contact_shift,10,0.6,0.130667,0.579118,0.130529,0.288817,0.003423,0.295793,0.003493,0.116108,0.002858,0.114744,0.002115,0.058486,0.003014,0.066206,0.00178,0.066407,0.001536,0.063349,0.001151,0.287132,0.005395,0.09592,0.003139,0.0785,0.001771,0.137334,0.002107,0.402122,0.000728,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,release_snap,unseen_geometry,10,0.483333,0.132916,0.451567,0.132729,0.274527,0.001869,0.311914,0.003931,0.132692,0.002166,0.134674,0.001966,0.06666,0.002465,0.072732,0.002669,0.077858,0.002104,0.069858,0.002518,0.270011,0.004276,0.105617,0.003453,0.091634,0.002726,0.141531,0.001724,0.3871,0.000268,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,release_snap,unseen_friction,10,0.6,0.139446,0.565431,0.139502,0.275587,0.004122,0.309308,0.002886,0.134534,0.002747,0.127868,0.002248,0.068228,0.002952,0.070125,0.00199,0.111765,0.003069,0.072514,0.002312,0.261579,0.006134,0.109,0.001871,0.095431,0.002788,0.144719,0.002121,0.377507,0.000527,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,release_snap,unseen_compliance,10,0.366667,0.126985,0.333609,0.122659,0.269339,0.003781,0.31854,0.002352,0.137488,0.002629,0.134796,0.002786,0.070798,0.002284,0.079011,0.002543,0.085278,0.001328,0.073158,0.002757,0.261467,0.006821,0.113391,0.002162,0.101479,0.002517,0.14619,0.002082,0.373545,0.000515,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,release_snap,actuator_latency,10,0.433333,0.17009,0.400007,0.16592,0.270253,0.002189,0.317358,0.002453,0.137436,0.002236,0.133205,0.002898,0.074395,0.002518,0.074306,0.00246,0.082531,0.002969,0.085329,0.002497,0.258105,0.005434,0.112421,0.002506,0.101287,0.002414,0.144939,0.001715,0.373494,0.000665,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,release_snap,sensor_dropout,10,0.483333,0.123674,0.442258,0.123754,0.245801,0.005605,0.311559,0.003924,0.138048,0.002549,0.13782,0.00148,0.073995,0.002584,0.075145,0.001789,0.089344,0.003396,0.090448,0.003593,0.23913,0.004333,0.114342,0.002786,0.102982,0.002288,0.146408,0.003008,0.370186,0.000615,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,release_snap,heldout_mixed_non_smooth_stress,10,0.5,0.108889,0.448608,0.108991,0.247702,0.003016,0.334239,0.002755,0.153723,0.003111,0.15779,0.002355,0.078478,0.00106,0.084809,0.002472,0.120037,0.001779,0.089158,0.002706,0.235945,0.005978,0.1262,0.002193,0.116942,0.001852,0.152164,0.001315,0.351501,0.000489,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,compliant_fixture_shift,nominal,10,0.483333,0.102726,0.477936,0.102529,0.304555,0.005313,0.283551,0.002858,0.081851,0.002298,0.073102,0.002058,0.045932,0.002321,0.084323,0.002959,0.049755,0.001953,0.053873,0.002786,0.307846,0.00471,0.07049,0.002402,0.055481,0.001814,0.127969,0.001993,0.427168,0.000586,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,compliant_fixture_shift,seen_contact_shift,10,0.55,0.085045,0.530943,0.085137,0.28494,0.002231,0.300309,0.003594,0.100543,0.00233,0.088666,0.002807,0.052996,0.002396,0.097816,0.002003,0.071537,0.002888,0.058749,0.001657,0.289232,0.007253,0.086776,0.003343,0.078319,0.002587,0.137371,0.002013,0.3995,0.000647,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,compliant_fixture_shift,unseen_geometry,10,0.533333,0.126985,0.50564,0.127076,0.275535,0.002969,0.313546,0.002351,0.110987,0.001989,0.103082,0.003197,0.05833,0.003254,0.110509,0.002765,0.079216,0.00313,0.060244,0.001928,0.272594,0.006391,0.092628,0.00245,0.092192,0.003044,0.140301,0.001525,0.384618,0.000646,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,compliant_fixture_shift,unseen_friction,10,0.516667,0.164779,0.487816,0.160126,0.269988,0.003759,0.310864,0.002563,0.113963,0.001574,0.101251,0.002703,0.060256,0.001734,0.103822,0.003207,0.12208,0.002701,0.063251,0.002081,0.264711,0.006497,0.096889,0.00214,0.097613,0.00206,0.144329,0.001791,0.374696,0.00063,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,compliant_fixture_shift,unseen_compliance,10,0.433333,0.130667,0.398021,0.130679,0.269882,0.004287,0.333024,0.003716,0.118157,0.002921,0.103794,0.002163,0.062088,0.001968,0.119066,0.003049,0.090795,0.00202,0.067424,0.00209,0.255345,0.005307,0.101316,0.002569,0.101245,0.00259,0.145951,0.001393,0.370037,0.000633,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,compliant_fixture_shift,actuator_latency,10,0.5,0.128839,0.465878,0.128983,0.26809,0.005515,0.322697,0.002404,0.117043,0.003095,0.105948,0.002566,0.064041,0.002014,0.107696,0.002389,0.090968,0.003193,0.07586,0.003907,0.257829,0.006103,0.097688,0.003664,0.100113,0.002076,0.146516,0.001415,0.371017,0.000601,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,compliant_fixture_shift,sensor_dropout,10,0.366667,0.117277,0.332411,0.112199,0.243669,0.003215,0.320371,0.002802,0.118728,0.001308,0.104487,0.002061,0.065062,0.001602,0.108573,0.001494,0.096237,0.003171,0.079989,0.002625,0.236465,0.007914,0.098469,0.001715,0.100914,0.003149,0.147296,0.001933,0.367472,0.000433,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,compliant_fixture_shift,heldout_mixed_non_smooth_stress,10,0.5,0.097393,0.45194,0.097319,0.250921,0.005304,0.343569,0.003846,0.129991,0.001235,0.12021,0.002476,0.07158,0.001273,0.129551,0.002568,0.127532,0.001876,0.081284,0.002356,0.239321,0.004249,0.108074,0.003508,0.118214,0.002597,0.153427,0.001715,0.347665,0.000441,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,friction_cone_inversion,nominal,10,0.683333,0.09045,0.6802,0.090693,0.29808,0.004071,0.266351,0.002888,0.083596,0.002554,0.066312,0.002076,0.044437,0.001815,0.068397,0.00324,0.067173,0.00191,0.048336,0.002509,0.309786,0.005233,0.067952,0.002703,0.054428,0.001929,0.12883,0.001976,0.427708,0.000578,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,friction_cone_inversion,seen_contact_shift,10,0.666667,0.14609,0.650433,0.146465,0.286802,0.004691,0.2806,0.002894,0.099311,0.002242,0.080593,0.003141,0.052338,0.002009,0.079093,0.002337,0.09413,0.002075,0.056896,0.002789,0.285198,0.005505,0.082861,0.001996,0.076837,0.001495,0.136806,0.001519,0.399421,0.000494,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,friction_cone_inversion,unseen_geometry,10,0.416667,0.177258,0.393939,0.174483,0.273599,0.002875,0.292026,0.003342,0.108696,0.001798,0.09309,0.001813,0.060902,0.001583,0.092829,0.001887,0.097926,0.00231,0.061962,0.003454,0.268925,0.005968,0.092046,0.003434,0.089149,0.001703,0.141485,0.001602,0.384283,0.000377,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,friction_cone_inversion,unseen_friction,10,0.45,0.098,0.421191,0.097681,0.268084,0.003136,0.2904,0.003588,0.111867,0.002701,0.088832,0.003003,0.056699,0.002847,0.086477,0.002753,0.15206,0.00374,0.061258,0.002578,0.266844,0.004158,0.093707,0.002531,0.09579,0.002369,0.143554,0.002088,0.374693,0.000666,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,friction_cone_inversion,unseen_compliance,10,0.333333,0.084345,0.302113,0.084531,0.266582,0.003553,0.303212,0.001923,0.11671,0.00342,0.094495,0.002677,0.063077,0.002014,0.093021,0.003371,0.116668,0.003103,0.066171,0.001853,0.258176,0.004759,0.097204,0.003041,0.098404,0.001864,0.14495,0.002081,0.370593,0.000595,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,friction_cone_inversion,actuator_latency,10,0.483333,0.113683,0.452343,0.113324,0.268799,0.004448,0.299748,0.001864,0.119327,0.00279,0.096024,0.001784,0.065803,0.002131,0.087918,0.001505,0.113438,0.002753,0.07216,0.003289,0.261629,0.003704,0.097126,0.003355,0.097679,0.003003,0.147651,0.00144,0.371161,0.000468,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,friction_cone_inversion,sensor_dropout,10,0.566667,0.16297,0.535013,0.158065,0.243101,0.004107,0.296904,0.00305,0.118546,0.001781,0.095416,0.001803,0.064706,0.002227,0.088467,0.001404,0.118342,0.002373,0.081488,0.002328,0.237999,0.005026,0.098394,0.002191,0.102436,0.001363,0.146753,0.001655,0.36786,0.000647,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,friction_cone_inversion,heldout_mixed_non_smooth_stress,10,0.433333,0.17009,0.397912,0.160643,0.251238,0.00458,0.314936,0.002649,0.128332,0.003555,0.109811,0.002252,0.070532,0.002869,0.104552,0.00246,0.160082,0.003163,0.078099,0.001327,0.240096,0.005554,0.106304,0.002444,0.114886,0.002082,0.152434,0.002087,0.347764,0.000557,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,actuator_backlash,nominal,10,0.65,0.132916,0.64165,0.132822,0.306145,0.0035,0.294307,0.004941,0.088532,0.002007,0.076085,0.003246,0.058399,0.00236,0.070865,0.002212,0.045925,0.002208,0.079642,0.002595,0.312266,0.003979,0.068432,0.002086,0.05849,0.003387,0.129193,0.0028,0.427216,0.000584,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,actuator_backlash,seen_contact_shift,10,0.55,0.109432,0.525486,0.109588,0.283582,0.003721,0.31203,0.002897,0.109384,0.002467,0.096909,0.001393,0.070273,0.001636,0.085442,0.000946,0.070519,0.002571,0.088377,0.001985,0.284989,0.003319,0.088051,0.003521,0.081483,0.002788,0.135113,0.001558,0.397973,0.000289,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,actuator_backlash,unseen_geometry,10,0.466667,0.106689,0.43274,0.107085,0.275145,0.003335,0.325947,0.002314,0.122851,0.002885,0.116506,0.002265,0.076407,0.002831,0.092064,0.00143,0.077023,0.003138,0.099698,0.002044,0.27005,0.004062,0.095522,0.003961,0.091139,0.00229,0.142106,0.002664,0.383774,0.00073,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,actuator_backlash,unseen_friction,10,0.55,0.098,0.513333,0.097599,0.268392,0.003583,0.323298,0.003875,0.122368,0.002517,0.108173,0.00151,0.076484,0.001462,0.086148,0.002842,0.11551,0.002909,0.101037,0.003807,0.263586,0.006161,0.096651,0.002627,0.096748,0.002849,0.14547,0.001772,0.374487,0.000575,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,actuator_backlash,unseen_compliance,10,0.416667,0.100391,0.376661,0.100198,0.266421,0.003902,0.338048,0.002983,0.127036,0.002489,0.11546,0.00216,0.081857,0.002911,0.094945,0.001589,0.089547,0.002227,0.107537,0.002123,0.25823,0.00626,0.099135,0.002271,0.10211,0.002369,0.146485,0.001623,0.369757,0.00059,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,actuator_backlash,actuator_latency,10,0.416667,0.087789,0.375251,0.08803,0.271171,0.003214,0.340489,0.00254,0.126709,0.001913,0.113288,0.002425,0.091219,0.002069,0.088893,0.002122,0.090457,0.002272,0.128733,0.001245,0.260349,0.002751,0.098888,0.002493,0.104868,0.003827,0.147339,0.001597,0.369012,0.000454,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,actuator_backlash,sensor_dropout,10,0.383333,0.119778,0.339802,0.119812,0.248998,0.005304,0.333013,0.004448,0.128939,0.001773,0.117714,0.003307,0.081419,0.002532,0.091428,0.002427,0.093984,0.003113,0.123369,0.003127,0.236212,0.004858,0.100204,0.002856,0.100465,0.002501,0.14687,0.002158,0.366898,0.000513,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,actuator_backlash,heldout_mixed_non_smooth_stress,10,0.45,0.146495,0.394612,0.146667,0.244787,0.003213,0.35944,0.002469,0.144329,0.003078,0.132066,0.00278,0.092437,0.003348,0.103906,0.001825,0.126226,0.002756,0.130561,0.001862,0.236635,0.004766,0.108409,0.001971,0.119958,0.001744,0.15324,0.001925,0.347044,0.000673,0.0,0.0
diffusion_policy_surrogate,deformable_press_fit,mixed_non_smooth_shock,nominal,10,0.433333,0.111045,0.418693,0.108145,0.302935,0.003756,0.310767,0.002828,0.098127,0.00297,0.093161,0.003766,0.061328,0.00225,0.095496,0.001463,0.061075,0.001664,0.076518,0.002034,0.311614,0.005766,0.085539,0.002913,0.058559,0.002787,0.128955,0.001418,0.423062,0.000436,0.0,0.0
